시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
영릉1교,경기도,여주시,15.0,34.1,1.0,15.0,라멘교,DB-24,17619.0,2007,16
영릉2교(상),경기도,여주시,58.2,14.5,1.0,58.2,강박스거더교,DB-24,17619.0,2007,16
영릉2교(하),경기도,여주시,58.2,14.5,1.0,58.2,강박스거더교,DB-24,17619.0,2007,16
영릉3교,경기도,여주시,30.1,21.0,1.0,30.1,PSCI거더교,DB-24,17619.0,2007,16
영릉IC교,경기도,여주시,30.3,21.0,1.0,30.3,PSCI거더교,DB-24,17619.0,2007,16
영릉육교,경기도,여주시,330.0,7.5,8.0,50.0,강박스거더교,DB-24,17619.0,2007,16
영시교,경기도,양평군,15.0,10.5,1.0,15.0,라멘교,DB-24,5776.0,1992,31
영연교,경기도,수원시 장안구,30.0,35.0,3.0,10.0,RC슬래브교,DB-24,44932.0,1979,44
영중교,경기도,포천시,100.0,19.0,4.0,25.0,PSCI거더교,DB-24,8678.0,1992,31
영평천교,경기도,포천시,315.4,13.4,6.0,55.0,PSCI거더교,DB-24,12956.0,2020,3
예술공원고가차도,경기도,안양시 만안구,260.0,25.0,7.0,50.0,강박스거더교,DB-24,44932.0,1994,29
오금교,경기도,파주시,100.0,46.0,2.0,50.0,강박스거더교,DB-24,11578.0,1992,31
오류(철도)고가교,서울특별시,구로구,46.5,75.4,1.0,46.5,강플레이트거더교,DB-24,33252.0,1986,37
오리교,경기도,김포시,50.0,18.5,4.0,14.0,라멘교,DB-24,20163.0,1997,26
오리교1,경기도,양주시,30.0,22.0,1.0,30.0,PSC슬래브교,DB-24,35532.0,2015,8
오리교2,경기도,양주시,30.0,15.0,1.0,30.0,PSC슬래브교,DB-24,35532.0,2015,8
오목교,경기도,가평군,55.0,14.8,3.0,19.5,RC슬래브교,DB-24,3765.0,1997,26
오빈IC교(상),경기도,양평군,52.1,10.6,1.0,52.1,강박스거더교,DB-24,18890.0,2011,12
오빈IC교(하),경기도,양평군,49.0,21.1,1.0,49.0,강박스거더교,DB-24,18890.0,2011,12
오산육교,경기도,용인시 처인구,12.0,22.5,1.0,12.0,라멘교,DB-24,26567.0,2001,22
오성1교,경기도,평택시,10.0,37.5,1.0,10.0,라멘교,DB-24,37918.0,2016,7
오성2교,경기도,평택시,95.0,28.1,2.0,47.5,프리플렉스거더교,DB-24,37918.0,2016,7
오성IC교,경기도,평택시,35.0,31.9,1.0,35.0,PSCI거더교,DB-24,37918.0,2016,7
오이고가교,경기도,시흥시,210.0,17.4,4.0,60.0,강박스거더교,DB-24,15974.0,2015,8
오천교,경기도,이천시,62.0,19.5,4.0,17.0,RC슬래브교,DB-24,15314.0,1997,26
오천교차1교,경기도,이천시,12.0,11.0,1.0,12.0,RC슬래브교,DB-24,15314.0,2004,19
오천교차2교,경기도,이천시,12.0,11.0,1.0,12.0,RC슬래브교,DB-24,15314.0,2004,19
오포육교,경기도,광주시,50.0,19.5,2.0,25.0,PSCI거더교,DB-24,38403.0,2001,22
오향교,경기도,광주시,150.0,35.9,5.0,30.0,PSCI거더교,DB-24,20523.0,2017,6
옥구고가교,경기도,시흥시,295.0,7.3,7.0,45.0,강박스거더교,DB-24,15974.0,2008,15
옥병교,경기도,포천시,225.0,12.5,5.0,45.0,PSCI거더교,DB-24,3252.0,2020,3
옥산1천교,경기도,연천군,45.0,20.9,1.0,45.0,PSCI거더교,DB-24,1839.0,2017,6
옥산2천교,경기도,연천군,45.0,20.9,1.0,45.0,PSCI거더교,DB-24,1839.0,2017,6
옥산3천교,경기도,연천군,30.0,20.9,1.0,30.0,PSCI거더교,DB-24,1839.0,2017,6
옥산교,경기도,연천군,15.0,20.9,1.0,15.0,라멘교,DB-24,1839.0,2017,6
옥정교,경기도,양주시,46.0,27.9,1.0,46.0,PSC슬래브교,DB-24,35532.0,2015,8
와초IC교,경기도,연천군,30.0,20.9,1.0,30.0,PSCI거더교,DB-24,1839.0,2017,6
왕곡교,경기도,의왕시,50.0,17.0,2.0,25.0,RC슬래브교,DB-24,44932.0,1973,50
왕림교(상),경기도,화성시,30.0,16.7,1.0,30.0,프리플렉스거더교,DB-24,26760.0,2015,8
왕림교(하),경기도,화성시,30.0,16.7,1.0,30.0,프리플렉스거더교,DB-24,26760.0,2015,8
왕산소교,경기도,용인시 처인구,22.0,22.5,2.0,11.0,RC슬래브교,DB-24,14202.0,1997,26
왕숙교,경기도,남양주시,200.0,35.0,8.0,25.0,PSCI거더교,DB-24,24423.0,1977,46
외안흥교,경기도,동두천시,330.0,21.2,9.0,50.0,PSC슬래브교,DB-24,9865.0,2018,5
요당IC 1교,경기도,화성시,11.8,25.0,1.0,11.8,라멘교,DB-24,11070.0,2014,9
요당IC 2교,경기도,화성시,10.0,29.3,1.0,10.1,라멘교,DB-24,11070.0,2014,9
요당IC RAMP-A교,경기도,화성시,480.3,10.5,8.0,70.0,강박스거더교,DB-24,11070.0,2014,9
요당IC Ramp-B교,경기도,화성시,11.3,20.8,1.0,11.3,라멘교,DB-24,11070.0,2014,9
요당IC 육교,경기도,화성시,25.3,65.0,1.0,25.3,라멘교,DB-24,11070.0,2014,9
요당교,경기도,화성시,30.4,20.9,1.0,30.4,PSCI거더교,DB-24,11070.0,2014,9
요당교,경기도,화성시,12.0,25.0,1.0,12.0,라멘교,DB-24,18748.0,2006,17
요덕교,경기도,용인시 처인구,150.0,19.5,5.0,30.0,PSCI거더교,DB-24,27169.0,2004,19
용담대교,경기도,양평군,2380.0,10.8,48.0,50.0,강박스거더교,DB-24,23122.0,1996,27
용두교,경기도,양평군,90.0,19.5,3.0,30.0,PSCI거더교,DB-24,4712.0,2000,23
용두육교,경기도,양평군,45.0,18.5,1.0,45.0,강박스거더교,DB-24,4712.0,2000,23
용문IC교,경기도,양평군,15.0,19.5,1.0,15.0,라멘교,DB-24,11235.0,2000,23
용문교,경기도,양평군,540.0,19.5,9.0,60.0,강박스거더교,DB-24,11235.0,2000,23
용바위교,경기도,연천군,250.0,21.2,5.0,50.0,PSC중공슬래브교,DB-24,5463.0,2018,5
용설1교,경기도,안성시,150.0,20.9,5.0,30.0,PSCI거더교,DB-24,7587.0,2015,8
용설2교,경기도,안성시,30.0,20.9,1.0,30.0,PSCI거더교,DB-24,7587.0,2015,8
용설3교,경기도,안성시,150.0,20.9,3.0,60.0,강박스거더교,DB-24,7587.0,2015,8
용수교(상),경기도,광주시,392.0,14.9,12.0,45.0,PSCI거더교,DB-24,40914.0,2017,6
용수교(하),경기도,광주시,392.0,14.9,12.0,45.0,PSCI거더교,DB-24,40914.0,2017,6
용암1교,경기도,양주시,45.1,21.2,2.0,45.0,PSCI거더교,DB-24,23786.0,2014,9
용암2교,경기도,양주시,45.1,21.2,1.0,45.1,PSCI거더교,DB-24,23786.0,2014,9
용인교,경기도,용인시 처인구,84.0,35.0,6.0,14.0,RC슬래브교,DB-24,24978.0,1992,31
용정2육교,경기도,포천시,40.0,35.4,1.0,40.0,강박스거더교,DB-24,6543.0,2014,9
용정교,경기도,남양주시,120.0,21.1,3.0,40.0,PSCI거더교,DB-24,18358.0,2016,7
용정교,경기도,포천시,53.5,32.0,3.0,19.0,라멘교,DB-24,6543.0,2014,9
우곡교,경기도,이천시,50.0,28.0,1.0,50.0,강박스거더교,DB-24,14311.0,2018,5
우산교,경기도,양주시,35.0,30.5,1.0,35.0,PSC슬래브교,DB-24,35532.0,2015,8
우암교,경기도,연천군,220.0,19.5,4.0,60.0,강박스거더교,DB-24,5853.0,1999,24
운악교,경기도,포천시,60.0,20.9,2.0,30.0,PSCI거더교,DB-24,14083.0,2003,20
운양교,경기도,김포시,45.1,27.9,1.0,45.0,강박스거더교,DB-24,23929.0,2006,17
운천3교,경기도,포천시,17.4,19.5,1.0,17.4,라멘교,DB-24,4811.0,1997,26
운천4교,경기도,포천시,15.0,19.5,1.0,15.0,라멘교,DB-24,4811.0,1997,26
울대3교(상),경기도,양주시,186.0,9.5,3.0,75.0,강박스거더교,DB-24,10642.0,2016,7
울대3교(하),경기도,양주시,186.0,9.5,3.0,75.0,강박스거더교,DB-24,10642.0,2016,7
울대4교(상),경기도,양주시,10.0,16.5,1.0,10.0,RC박스거더교,DB-24,10642.0,2016,7
울대4교(하),경기도,양주시,10.0,16.5,1.0,10.0,RC박스거더교,DB-24,10642.0,2016,7
울대5교,경기도,양주시,30.0,21.1,1.0,30.0,PSCI거더교,DB-24,10642.0,2016,7
울업천교,경기도,가평군,15.0,19.1,1.0,15.0,라멘교,DB-24,2028.0,2018,5
원곡물류단지램프교,경기도,안성시,140.0,8.0,3.0,50.0,강박스거더교,DB-24,21819.0,2014,9
원당대교(상),경기도,고양시 덕양구,590.0,10.5,11.0,7.0,강박스거더교,DB-24,13412.0,2021,2
원당대교(하),경기도,고양시 덕양구,610.0,10.5,11.0,70.0,강박스거더교,DB-24,13412.0,2021,2
원당육교,경기도,고양시 덕양구,110.0,12.0,3.0,40.0,PSCI거더교,DB-24,13412.0,2021,2
원대교,경기도,용인시 처인구,42.1,19.5,3.0,16.0,RC슬래브교,DB-24,10203.0,1998,25
원대교,경기도,가평군,25.0,18.9,1.0,25.0,PSCI거더교,DB-24,18724.0,1987,36
원덕성교,경기도,용인시 처인구,12.0,19.5,1.0,12.0,RC슬래브교,DB-24,30166.0,2004,19
원천교,경기도,수원시 영통구,48.0,40.0,4.0,12.0,RC슬래브교,DB-24,33506.0,1984,39
원천교,경기도,용인시 처인구,39.0,19.5,3.0,15.0,라멘교,DB-24,37511.0,2004,19
원천육교,경기도,용인시 처인구,270.0,18.5,9.0,30.0,PSCI거더교,DB-24,37511.0,2004,19
원촌교,경기도,용인시 처인구,210.0,19.5,7.0,30.0,PSCI거더교,DB-24,37511.0,2004,19
월덕보교,경기도,양주시,40.0,28.0,1.0,40.0,프리플렉스거더교,DB-24,35532.0,2015,8
월롱교,경기도,파주시,101.1,19.5,7.0,15.0,RC슬래브교,DB-24,17216.0,2000,23
월송교,경기도,여주시,60.5,30.2,2.0,30.2,PSCI거더교,DB-24,,2007,16
월송육교,경기도,여주시,40.0,7.0,1.0,40.1,PSCI거더교,DB-24,17619.0,2007,16
월양천교,경기도,이천시,25.0,21.0,1.0,25.0,PSCI거더교,DB-24,8490.0,2018,5
월정육교,경기도,안성시,12.0,24.7,1.0,12.0,라멘교,DB-24,12041.0,1998,25
월피교,경기도,안산시 상록구,45.0,70.0,4.0,12.5,RC슬래브교,DB-24,63405.0,1978,45
유곡교,경기도,양평군,90.0,19.5,3.0,30.0,PSCI거더교,DB-24,4608.0,2000,23
유덕교,경기도,화성시,30.0,19.5,2.0,15.0,라멘교,DB-24,26760.0,1996,27
유방교,경기도,용인시 처인구,24.0,22.0,2.0,17.5,라멘교,DB-24,15291.0,2010,13
유산1교,경기도,이천시,30.0,19.5,1.0,30.0,PSCI거더교,DB-24,15314.0,2004,19
유산2교,경기도,이천시,240.0,19.5,8.0,30.0,PSCI거더교,DB-24,15314.0,2004,19
유산교차교,경기도,이천시,30.0,19.5,1.0,30.0,PSCI거더교,DB-24,15314.0,2004,19
율곡1교,경기도,파주시,17.0,20.9,1.0,15.1,라멘교,DB-24,9592.0,2000,23
율곡3교,경기도,파주시,100.2,21.0,3.0,40.0,강박스거더교,DB-24,9592.0,2000,23
율길1교,경기도,가평군,30.0,21.0,1.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
율길2교,경기도,가평군,30.0,21.0,1.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
율길3교,경기도,가평군,14.0,20.1,1.0,14.0,라멘교,DB-24,7567.0,2010,13
율암1교,경기도,화성시,45.0,8.0,1.0,45.0,프리플렉스거더교,DB-24,22627.0,2008,15
율암2교,경기도,화성시,35.0,8.0,1.0,35.0,프리플렉스거더교,DB-24,22627.0,2008,15
율암교,경기도,화성시,30.0,30.0,1.0,30.0,프리플렉스거더교,DB-24,22627.0,2008,15
율암육교,경기도,화성시,40.0,27.5,1.0,40.0,프리플렉스거더교,DB-24,29724.0,2002,21
은계대교,경기도,오산시,150.6,35.9,6.0,25.1,PSCI거더교,DB-24,21584.0,1982,41
은대IC교,경기도,연천군,130.0,20.9,3.0,50.0,PSC슬래브교,DB-24,5853.0,2018,5
은대과선교,경기도,연천군,50.0,38.9,1.0,50.0,PSC슬래브교,DB-24,5463.0,2018,5
은대육교,경기도,연천군,30.1,20.0,1.0,30.1,프리플렉스거더교,DB-24,8906.0,1997,26
은행2육교,경기도,시흥시,50.0,25.0,1.0,50.0,강박스거더교,DB-24,11998.0,1994,29
은현IC RAMPE교,경기도,양주시,80.0,8.0,2.0,40.0,기타,DB-24,23786.0,2014,9
은현IC교,경기도,양주시,15.0,25.0,1.0,15.0,라멘교,DB-24,23786.0,2014,9
은현교,경기도,양주시,80.0,20.9,2.0,40.0,기타,DB-24,23786.0,2014,9
응암 RAMP-B교,경기도,이천시,52.0,6.0,1.0,52.0,강박스거더교,DB-24,14150.0,2018,5
응암 RAMP-C교,경기도,이천시,52.0,6.0,1.0,52.0,강박스거더교,DB-24,14150.0,2018,5
응암1교,경기도,이천시,52.0,20.9,1.0,52.0,강박스거더교,DB-24,14150.0,2018,5
응암2교,경기도,이천시,52.0,21.0,1.0,52.0,강박스거더교,DB-24,14150.0,2018,5
의정부교,경기도,의정부시,75.0,25.0,5.0,15.0,라멘교,DB-24,35532.0,1999,24
이동교(상),경기도,안성시,120.0,17.3,4.0,30.0,PSCI거더교,DB-24,17117.0,2004,19
이동교(하),경기도,안성시,120.0,17.3,4.0,30.0,PSCI거더교,DB-24,17117.0,2004,19
이산포IC1교,경기도,고양시 일산서구,208.0,8.0,8.0,28.0,강박스거더교,DB-24,68149.0,1992,31
이산포IC2교,경기도,고양시 일산서구,90.0,12.6,6.0,15.0,RC슬래브교,DB-24,68149.0,1992,31
이산포IC교,경기도,고양시 일산서구,175.0,42.5,5.0,35.0,강박스거더교,DB-24,68149.0,1992,31
이의교,경기도,수원시 영통구,20.0,41.5,2.0,10.0,RCT거더교,DB-24,26567.0,1997,26
이치1교,경기도,이천시,80.0,19.5,2.0,40.0,PSCI거더교,DB-24,15314.0,2004,19
이치2교,경기도,이천시,40.0,19.5,1.0,40.0,PSCI거더교,DB-24,15314.0,2004,19
이패2교,경기도,남양주시,22.0,19.0,2.0,11.0,RC슬래브교,DB-24,24423.0,1993,30
이현교,경기도,안성시,15.0,19.5,1.0,15.0,라멘교,DB-24,17117.0,2005,18
이호대교,경기도,여주시,910.0,21.0,17.0,70.0,강박스거더교,DB-24,13356.0,1999,24
이호육교,경기도,여주시,30.0,26.0,1.0,30.0,프리플렉스거더교,DB-24,13356.0,1999,24
인덕원교,경기도,안양시 동안구,60.0,50.0,5.0,12.0,RC슬래브교,DB-24,38816.0,1993,30
일동I/C교,경기도,포천시,30.0,20.9,1.0,30.0,PSCI거더교,DB-24,4603.0,2003,20
일영1교(상),경기도,양주시,210.0,10.6,4.0,55.0,강박스거더교,DB-24,9698.0,2016,7
일영1교(하),경기도,양주시,230.0,10.6,5.0,50.0,강박스거더교,DB-24,9698.0,2016,7
일영2교(상),경기도,양주시,320.0,10.6,8.0,40.0,PSCI거더교,DB-24,9698.0,2016,7
일영2교(하),경기도,양주시,320.0,10.6,8.0,40.0,PSCI거더교,DB-24,9698.0,2016,7
임송IC교,경기도,남양주시,135.0,11.4,3.0,55.0,강박스거더교,DB-24,18066.0,2016,7
임송교,경기도,남양주시,197.8,19.5,7.0,28.4,PSCI거더교,DB-24,18066.0,1994,29
임송교,경기도,남양주시,12.5,21.0,1.0,12.5,라멘교,DB-24,18066.0,2016,7
임진1교,경기도,파주시,14.7,21.0,1.0,13.0,라멘교,DB-24,9592.0,2000,23
임진2교,경기도,파주시,14.6,21.0,1.0,13.0,라멘교,DB-24,9592.0,2000,23
자금IC R-A교,경기도,의정부시,40.1,7.9,1.0,40.1,PSCI거더교,DB-24,35532.0,2015,8
자금IC R-B1교,경기도,의정부시,255.0,8.0,5.0,55.0,강박스거더교,DB-24,35532.0,2015,8
자금IC R-B2교,경기도,의정부시,15.0,8.6,1.0,15.0,라멘교,DB-24,35532.0,2015,8
자금IC R-C1교,경기도,의정부시,120.0,8.0,3.0,50.0,강박스거더교,DB-24,35532.0,2015,8
자금IC R-C2교,경기도,의정부시,45.1,8.0,1.0,45.1,프리플렉스거더교,DB-24,35532.0,2015,8
자금IC R-E교,경기도,의정부시,300.0,8.0,6.0,55.0,강박스거더교,DB-24,35532.0,2015,8
자금IC R-F교,경기도,의정부시,130.0,8.0,3.0,50.0,프리플렉스거더교,DB-24,35532.0,2015,8
자금교,경기도,의정부시,440.0,28.0,9.0,50.0,강박스거더교,DB-24,35532.0,2015,8
자안1육교,경기도,화성시,30.0,23.5,1.0,30.0,PSCI거더교,DB-24,28089.0,2002,21
자안2육교,경기도,화성시,45.0,19.5,1.0,45.0,강박스거더교,DB-24,28089.0,2002,21
자안교,경기도,화성시,40.0,19.5,1.0,40.0,강플레이트거더교,DB-24,28089.0,2002,21
자작1교(상),경기도,가평군,180.0,14.0,6.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작1교(하),경기도,가평군,150.0,10.5,5.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작2교(상),경기도,가평군,300.0,14.0,10.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작2교(하),경기도,가평군,270.0,10.5,9.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작3교(상),경기도,가평군,120.0,10.5,4.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작3교(하),경기도,가평군,120.2,10.5,4.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작4교(상),경기도,가평군,120.0,10.5,4.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자작4교(하),경기도,가평군,120.0,10.5,4.0,30.0,PSCI거더교,DB-24,7567.0,2010,13
자치울교(2+760라멘교),경기도,화성시,12.0,20.9,1.0,12.0,라멘교,DB-24,17934.0,2014,9
잠실대교,서울특별시,송파구,1280.0,35.0,32.0,40.0,강플레이트거더교,DB-24,60805.0,2004,19
장감교,경기도,포천시,28.4,11.0,2.0,14.2,라멘교,DB-24,1276.0,1996,27
장곡IC육교,경기도,김포시,45.0,13.2,1.0,45.0,강박스거더교,DB-24,44004.0,2003,20
장기IC교,경기도,김포시,35.1,32.0,1.0,35.0,프리플렉스거더교,DB-24,23929.0,2006,17
장단1교(상),경기도,파주시,45.0,11.4,1.0,45.0,강박스거더교,DB-24,4146.0,2003,20
장단1교(하),경기도,파주시,45.0,11.4,1.0,45.0,강박스거더교,DB-24,4146.0,2003,20
장단2교,경기도,파주시,45.0,21.0,1.0,45.0,강박스거더교,DB-24,4146.0,2003,20
장단3교,경기도,파주시,45.0,21.0,1.0,45.0,강박스거더교,DB-24,4146.0,2003,20
장록교,경기도,이천시,75.0,19.5,3.0,25.0,PSCI거더교,DB-24,15314.0,2004,19
장록교차교,경기도,이천시,28.0,19.5,2.0,14.0,RC슬래브교,DB-24,15314.0,2004,19
장서육교,경기도,안성시,90.0,19.5,3.0,30.0,PSCI거더교,DB-24,17117.0,2004,19
장승교,경기도,포천시,50.0,11.0,3.0,16.7,RC슬래브교,DB-24,4353.0,1995,28
장신교,경기도,이천시,17.0,86.6,1.0,17.0,라멘교,DB-24,20523.0,2017,6
장암1교(상),경기도,포천시,210.0,10.0,7.0,30.0,PSCI거더교,DB-24,2513.0,2006,17
장암1교(하),경기도,포천시,210.0,10.5,7.0,30.0,PSCI거더교,DB-24,2513.0,2006,17
장암2교(상),경기도,포천시,150.0,10.5,5.0,30.0,PSCI거더교,DB-24,2513.0,2006,17
장암2교(하),경기도,포천시,150.0,10.5,5.0,30.0,PSCI거더교,DB-24,2513.0,2006,17
장암3교(상),경기도,포천시,380.0,10.0,8.0,50.0,PSC박스거더교,DB-24,2513.0,2006,17
장암3교(하),경기도,포천시,380.0,10.0,8.0,50.0,PSC박스거더교,DB-24,2513.0,2006,17
장암IC 1교,경기도,의정부시,130.0,11.0,3.0,50.0,강박스거더교,DB-24,35532.0,2015,8
장암IC 2교,경기도,의정부시,150.0,11.0,3.0,60.0,강박스거더교,DB-24,35532.0,2015,8
장암고가교,경기도,의정부시,549.0,12.4,12.0,58.0,강박스거더교,DB-24,35532.0,2014,9
장원1교,경기도,안성시,30.0,20.9,1.0,30.0,PSC슬래브교,DB-24,7587.0,2015,8
장원교,경기도,안성시,97.0,19.5,7.0,15.0,RC슬래브교,DB-24,13701.0,1997,26
장원육교,경기도,안성시,15.0,19.5,1.0,15.0,라멘교,DB-24,13701.0,1997,26
장월교,경기도,고양시 일산서구,400.0,46.0,8.0,50.0,강박스거더교,DB-24,47141.0,1992,31
장지IC RAMP교,경기도,광주시,240.0,7.9,4.0,65.0,강박스거더교,DB-24,60805.0,2008,15
장지IC교,경기도,광주시,40.1,25.0,1.0,40.1,프리플렉스거더교,DB-24,60805.0,1997,26
장탄교,경기도,연천군,45.0,11.4,1.0,45.0,강박스거더교,DB-24,5853.0,2018,5
장탄육교,경기도,연천군,35.0,5.9,1.0,35.0,PSC슬래브교,DB-24,5853.0,2018,5
장평교,경기도,이천시,105.0,19.5,7.0,15.0,RC슬래브교,DB-24,14150.0,1993,30
장항IC1교,경기도,고양시 일산동구,150.0,11.5,3.0,50.0,강박스거더교,DB-24,99730.0,1992,31
장항IC2교,경기도,고양시 일산동구,260.0,19.0,5.0,55.0,강박스거더교,DB-24,99730.0,1992,31
장항IC3교,경기도,고양시 일산동구,73.6,8.0,5.0,15.0,RC슬래브교,DB-24,99730.0,1992,31
장항ICR-A교,경기도,고양시 일산동구,112.0,19.0,4.0,28.0,강박스거더교,DB-24,99730.0,1992,31
장항ICR-B교,경기도,고양시 일산동구,180.0,11.5,6.0,30.0,강박스거더교,DB-24,99730.0,1992,31
장항ICR-C교,경기도,고양시 일산동구,112.0,8.0,4.0,30.0,강박스거더교,DB-24,99730.0,1992,31
장현1교,경기도,파주시,30.0,21.1,1.0,30.0,기타,DB-24,4858.0,2018,5
장현2교,경기도,파주시,150.0,20.9,3.0,50.0,기타,DB-24,4858.0,2018,5
장현고가교,경기도,남양주시,45.2,21.1,1.0,45.2,기타,DB-24,18358.0,2017,6
장호원육교,경기도,이천시,120.0,17.5,3.0,50.0,강박스거더교,DB-24,5654.0,1996,27
장흥1교(상),경기도,양주시,280.0,10.4,5.0,60.0,강박스거더교,DB-24,9698.0,2016,7
장흥1교(하),경기도,양주시,295.0,10.6,5.0,65.0,강박스거더교,DB-24,9698.0,2016,7
적성IC교,경기도,파주시,45.0,21.0,1.0,45.0,프리플렉스거더교,DB-24,5878.0,2006,17
적성교,경기도,남양주시,200.0,20.9,4.0,50.0,강박스거더교,DB-24,39553.0,2007,16
전곡교,경기도,연천군,150.0,18.5,3.0,50.0,강박스거더교,DB-24,8906.0,1997,26
전곡대교,경기도,연천군,810.0,21.2,14.0,60.0,PSC중공슬래브교,DB-24,5853.0,2018,5
절골교,경기도,포천시,90.0,12.4,3.0,30.0,PSCI거더교,DB-24,1802.0,2017,6
점동교(상),경기도,여주시,431.0,10.3,13.0,40.3,PSCI거더교,DB-24,7899.0,2015,8
점동교(하),경기도,여주시,430.0,10.9,13.0,40.0,PSCI거더교,DB-24,7899.0,2015,8
정왕7교,경기도,안산시 단원구,32.0,30.0,1.0,32.0,PSCI거더교,DB-24,15974.0,1998,25
정재IC교,경기도,안산시 상록구,40.0,40.0,1.0,40.0,프리플렉스거더교,DB-24,14640.0,1997,26
정지교,경기도,양평군,16.7,19.5,1.0,15.0,라멘교,DB-24,4608.0,2000,23
정평교,경기도,용인시 수지구,90.8,26.5,3.0,30.0,PSCI거더교,DB-24,26567.0,1997,26
정평교(구),경기도,용인시 수지구,57.5,11.0,5.0,11.5,RC슬래브교,DB-18,,1991,32
제2대자교,경기도,고양시 덕양구,10.2,22.4,1.0,10.2,라멘교,DB-24,30570.0,1999,24
제령교,경기도,가평군,10.0,6.0,1.0,10.0,라멘교,DB-24,3765.0,2003,20
제암1육교,경기도,화성시,30.0,28.0,1.0,30.0,PSCI거더교,DB-24,29724.0,2002,21
제암육교,경기도,화성시,50.1,19.5,1.0,50.1,강박스거더교,DB-24,29724.0,2002,21
제요1교,경기도,이천시,25.2,19.5,1.0,25.2,PSCI거더교,DB-24,5481.0,1998,25
제요교,경기도,이천시,75.0,19.5,3.0,25.0,PSCI거더교,DB-24,5481.0,1998,25
조안IC교,경기도,남양주시,45.0,19.5,1.0,45.0,강박스거더교,DB-24,23122.0,1998,25
조안교,경기도,남양주시,16.0,11.0,1.0,16.0,RC슬래브교,DB-24,6488.0,1996,27
조안램프교,경기도,남양주시,60.6,6.5,2.0,30.3,PSCI거더교,DB-24,23122.0,1998,25
조안철도육교,경기도,남양주시,30.4,19.5,1.0,30.4,PSCI거더교,DB-24,24423.0,1998,25
조암교,경기도,화성시,100.0,28.0,3.0,40.0,강박스거더교,DB-24,10789.0,2008,15
조종교,경기도,가평군,150.6,22.9,6.0,25.2,PSCI거더교,DB-24,14315.0,1998,25
주교연결로D교,경기도,고양시 덕양구,120.0,7.9,3.0,40.0,강박스거더교,DB-24,13412.0,2021,2
주원교,경기도,포천시,15.0,18.6,1.0,15.0,RC슬래브교,DB-24,1276.0,1999,24
주월교,경기도,파주시,10.0,21.0,1.0,10.0,라멘교,DB-24,5878.0,2006,17
죽당1교,경기도,이천시,30.0,21.0,1.0,30.0,PSCI거더교,DB-24,8490.0,2018,5
죽산1교(상),경기도,안성시,375.0,10.1,8.0,55.0,강박스거더교,DB-24,11047.0,2015,8
죽산1교(하),경기도,안성시,385.0,10.7,8.0,55.0,강박스거더교,DB-24,11047.0,2015,8
죽산2교,경기도,안성시,110.0,33.9,4.0,27.5,라멘교,DB-24,13608.0,2015,8
죽산육교,경기도,안성시,30.0,26.3,2.0,15.0,라멘교,DB-24,13701.0,1997,26
죽전2교,경기도,용인시 수지구,150.0,20.5,5.0,30.0,PSCI거더교,DB-24,26567.0,2001,22
죽전3교,경기도,용인시 수지구,30.2,20.5,1.0,30.2,PSCI거더교,DB-24,26567.0,2000,23
죽전4교,경기도,용인시 수지구,40.0,24.0,1.0,40.0,프리플렉스거더교,DB-24,26567.0,2000,23
죽전육교,경기도,용인시 수지구,25.0,22.5,1.0,25.0,PSCI거더교,DB-24,26567.0,2001,22
중대교,경기도,광주시,76.0,22.5,5.0,15.2,RC슬래브교,DB-24,38403.0,1997,26
중량교,서울특별시,중랑구,154.0,25.0,7.0,22.0,PSCI거더교,DB-18,24423.0,1971,52
중리교,경기도,포천시,70.0,12.4,2.0,35.0,PSCI거더교,DB-24,1216.0,2017,6
중마교,경기도,안성시,45.0,19.5,3.0,15.0,RC슬래브교,DB-24,13701.0,1997,26
중원교,경기도,성남시 중원구,43.0,23.9,1.0,43.0,강박스거더교,DB-24,60805.0,2000,23
지계1교,경기도,양주시,30.0,32.0,1.0,30.0,PSC슬래브교,DB-24,35532.0,2015,8
지계2교,경기도,양주시,12.0,31.0,1.0,12.0,라멘교,DB-24,35532.0,2015,8
지동교,경기도,포천시,14.0,10.0,1.0,14.0,라멘교,DB-24,1648.0,1992,31
지석1교(상),경기도,이천시,12.0,14.9,1.0,12.0,라멘교,DB-24,20523.0,2017,6
지석1교(하),경기도,이천시,12.0,14.9,1.0,12.0,라멘교,DB-24,20523.0,2017,6
지석2교,경기도,이천시,35.0,27.9,1.0,35.0,PSCI거더교,DB-24,20523.0,2017,6
지석3교,경기도,이천시,15.0,27.9,1.0,15.0,라멘교,DB-24,20523.0,2017,6
지월육교,경기도,화성시,15.0,19.5,1.0,15.0,라멘교,DB-24,29724.0,2002,21
