시군구명,pct,id
강남구,11.76,11680
강동구,10.0,11740
강북구,28.57,11305
강서구,18.75,11500
관악구,20.0,11620
광진구,7.69,11215
구로구,41.67,11530
금천구,40.0,11545
노원구,11.11,11350
도봉구,7.14,11320
동대문구,0.0,11230
동작구,12.5,11590
마포구,9.52,11440
서대문구,21.43,11410
서초구,8.57,11650
성동구,21.05,11200
성북구,10.0,11290
송파구,14.58,11710
양천구,0.0,11470
영등포구,18.18,11560
용산구,12.5,11170
은평구,57.14,11380
종로구,0.0,11110
중구,20.0,11140
중랑구,11.11,11260
