교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
비룡1교,용인시 처인구,B,19,기타,37.15324,127.204837
비룡2교,용인시 처인구,B,19,2,37.154595,127.205333
시미육교,용인시 처인구,B,19,3,37.16058,127.206492
원덕성교,용인시 처인구,B,19,기타,37.166743,127.205245
덕성1교,용인시 처인구,B,19,2,37.174459,127.203536
덕성육교,용인시 처인구,B,19,3,37.178724,127.202845
덕성2교,용인시 처인구,B,19,2,37.182636,127.202397
원천육교,용인시 처인구,B,19,2,37.19476,127.199678
원천교,용인시 처인구,B,19,3,37.195769,127.199617
원촌교,용인시 처인구,B,19,2,37.204686,127.202758
개월3교,화성시,B,20,기타,37.088565,126.942286
청용교,안성시,B,18,1,37.033162,127.138817
칠곡교,안성시,B,18,2,37.041575,127.15439
동항교,안성시,B,18,2,37.070489,127.19048
양성교(상),안성시,B,18,2,37.071236,127.200949
양성교(하),안성시,B,18,2,37.071357,127.200876
도곡2교,안성시,B,18,2,37.086113,127.209803
고덕교,평택시,B,18,2,37.009423,127.043447
궁논교,평택시,B,18,기타,37.013112,127.046694
방축교,평택시,B,18,기타,37.014508,127.047887
칠곡1교,안성시,B,18,기타,37.053099,127.163763
양성1교,안성시,B,18,3,37.072208,127.207382
도곡교(상),안성시,B,18,3,37.073242,127.209207
도곡교(하),안성시,B,18,3,37.073304,127.209199
도곡1교,안성시,B,18,3,37.078407,127.210888
이현교,안성시,B,18,기타,37.090064,127.210807
구장1교,화성시,B,18,2,37.156974,126.909774
구장3교,화성시,B,18,2,37.156589,126.897994
가재육교,화성시,B,18,3,37.149031,126.921867
구장2교,화성시,B,18,3,37.157556,126.901391
남양대교,화성시,B,18,1,37.009571,126.817523
향산2교(상),김포시,B,17,2,37.621575,126.738711
향산1교,김포시,B,17,3,37.622907,126.737427
고촌교,김포시,A,17,3,37.63163,126.728989
향산2교(하),김포시,B,17,2,37.621438,126.73862
영릉육교,여주시,B,16,1,37.29644,127.615019
영릉2교(상),여주시,B,16,2,37.300044,127.616358
영릉2교(하),여주시,B,16,2,37.300029,127.616186
월송육교,여주시,B,16,기타,37.288965,127.615321
영릉1교,여주시,B,16,기타,37.299555,127.615965
영릉IC교,여주시,B,16,기타,37.297536,127.614779
영릉3교,여주시,B,16,기타,37.301304,127.617067
가산IC교,여주시,B,16,기타,37.344419,127.619112
가산교,여주시,B,16,기타,37.341758,127.621735
금의교,화성시,B,15,3,37.108549,126.816827
석포1교,화성시,B,15,기타,37.123578,126.832362
석포2교,화성시,B,15,3,37.125036,126.835146
석포3교,화성시,B,15,3,37.125631,126.836583
서근교,화성시,B,15,3,37.12853,126.850122
덕우1교,화성시,B,15,기타,37.133514,126.856414
덕우2교,화성시,C,15,3,37.140685,126.861008
덕천교,화성시,B,15,3,37.1511,126.870429
동방대교,화성시,B,15,2,37.144586,126.864174
율암교,화성시,B,15,3,37.155858,126.887537
율암1교,화성시,B,15,3,37.154452,126.890868
율암2교,화성시,B,15,3,37.1543,126.892612
멱우1교,화성시,B,15,기타,37.103113,126.811954
멱우교,화성시,B,15,2,37.094567,126.805377
조암교,화성시,B,15,2,37.079208,126.798023
봉화교,화성시,B,15,기타,37.065809,126.799416
상봉육교,용인시 처인구,B,13,기타,37.146735,127.387422
기산1교(상),화성시,B,15,2,37.218957,127.043095
기산1교(하),화성시,B,15,2,37.218836,127.043379
기산2교,화성시,B,15,기타,37.219453,127.045383
한반교,화성시,B,15,기타,37.2288,127.049748
김포아라대교,김포시,A,12,1,37.594085,126.780905
가재교,화성시,A,9,기타,37.147726,126.924319
하가등천교,화성시,A,9,기타,37.13552,126.912199
도이교,화성시,A,9,기타,37.137839,126.930886
도이IC교(행정IC교),화성시,A,9,기타,37.135218,126.930907
도이IC램프A교(행정IC램프A교),화성시,B,9,1,37.135491,126.929328
행정교,화성시,B,9,기타,37.130695,126.930691
자치울교(2+760라멘교),화성시,A,9,기타,37.126386,126.930109
방축교,화성시,A,9,기타,37.120297,126.929194
향남IC교,화성시,B,9,2,37.111821,126.926402
향남교,화성시,A,9,기타,37.106584,126.924654
요당교,화성시,A,9,기타,37.076182,126.920029
요당IC 1교,화성시,A,9,기타,37.072763,126.914421
요당IC 육교,화성시,A,9,기타,37.072429,126.913803
요당IC 2교,화성시,A,9,기타,37.071895,126.912972
요당IC RAMP-A교,화성시,B,9,1,37.07187,126.913151
요당IC Ramp-B교,화성시,A,9,기타,37.071605,126.91476
황구지천교(상),화성시,B,10,1,37.200342,127.022078
황구지천교(하),화성시,B,10,1,37.202486,127.024016
진안1육교(상),화성시,B,10,1,37.206882,127.027104
진안1육교(하),화성시,B,10,1,37.21036,127.028885
대쌍교(상),광주시,B,10,1,37.382876,127.286104
대쌍교(하),광주시,B,10,1,37.382561,127.285922
쌍동IC교(상),광주시,B,10,1,37.380735,127.295159
쌍동IC교(하),광주시,B,10,1,37.380547,127.295261
쌍동IC RAMP-B교,광주시,B,10,1,37.380451,127.29497
쌍동IC RAMP-E교,광주시,B,10,1,37.381221,127.294516
곤지암천교(하),광주시,B,10,2,37.378599,127.300195
곤지암천교(상),광주시,B,10,2,37.378448,127.300125
경안대교(상),광주시,B,10,1,37.39131,127.25733
경안대교(하),광주시,B,10,1,37.390994,127.257191
고촌램프D육교,김포시,B,10,2,37.586325,126.793266
선돌교,여주시,A,8,기타,37.215187,127.667541
청안1교,여주시,A,8,기타,37.205765,127.667707
청안2교,여주시,A,8,기타,37.202904,127.666439
점동교(상),여주시,B,8,2,37.195467,127.663135
덕평1교,여주시,A,8,기타,37.182328,127.662858
점동교(하),여주시,B,8,2,37.199227,127.664605
화산1교,화성시,A,8,기타,37.199389,127.001507
화산2교(상),화성시,A,8,기타,37.197314,127.005809
화산3교(상),화성시,A,8,기타,37.196838,127.006643
화산2교(하),화성시,A,8,기타,37.197206,127.006077
화산3교(하),화성시,A,8,기타,37.196735,127.007068
보통1교(상),화성시,A,8,기타,37.197515,126.964293
보통1교(하),화성시,A,8,기타,37.197623,126.964765
보통2교(상),화성시,A,8,기타,37.197566,126.967725
보통2교(하),화성시,A,8,기타,37.197554,126.968016
보통3교(하),화성시,B,8,2,37.197502,126.969849
보통3교(상),화성시,B,8,2,37.197441,126.969899
만년교(상),화성시,A,8,기타,37.195181,127.010691
왕림교(상),화성시,A,8,기타,37.192521,126.940354
보통 RAMPC교,화성시,B,8,2,37.197264,126.969604
보통 RAMPD교,화성시,B,8,2,37.197574,126.969727
수기1교(상),화성시,A,8,기타,37.19863,126.980733
수기2교(상),화성시,B,8,2,37.20001,126.989175
만년교(하),화성시,A,8,기타,37.19531,127.011802
수기1교(하),화성시,A,8,기타,37.198761,126.980871
왕림교(하),화성시,A,8,기타,37.192641,126.940824
수기2교(하),화성시,B,8,2,37.200118,126.990409
매산교,안성시,A,8,기타,37.08792,127.436674
죽산1교(상),안성시,B,8,1,37.078102,127.43469
죽산1교(하),안성시,B,8,1,37.081571,127.434676
RAMP-D교,안성시,B,8,2,37.079045,127.434392
RAMP-A교,안성시,B,8,2,37.078336,127.434869
장원1교,안성시,A,8,기타,37.071211,127.438736
용설1교,안성시,B,8,2,37.046442,127.438084
용설2교,안성시,A,8,기타,37.057256,127.440229
용설3교,안성시,B,8,1,37.059035,127.440862
당목교,안성시,A,8,기타,37.034763,127.441603
두교1교(상),안성시,B,8,2,37.012862,127.436594
두교1교(하),안성시,B,8,2,37.014051,127.436603
두교2교,안성시,A,8,기타,37.016934,127.43773
두교3교(상),안성시,B,8,1,37.018831,127.439103
두교3교(하),안성시,B,8,1,37.020788,127.440197
두교4교,안성시,A,8,기타,37.021577,127.440841
죽산2교,안성시,B,8,2,37.080772,127.435282
누산교,김포시,A,9,기타,37.671906,126.640559
마송IC교,김포시,A,9,기타,37.684904,126.607974
칠곡육교,안성시,A,9,기타,37.053092,127.163909
천서교,여주시,A,11,기타,37.395638,127.55092
신대IC교,평택시,A,7,기타,36.942038,126.99203
팽성교,평택시,A,7,기타,36.951594,126.990855
팽성IC교,평택시,A,7,기타,36.954117,126.989564
평택대교,평택시,B,7,1,36.957766,126.98565
삼정교,평택시,A,7,기타,36.966721,126.96815
길음1교,평택시,A,7,기타,36.975105,126.964415
길음2교,평택시,A,7,기타,36.979673,126.96331
길음IC교,평택시,A,7,기타,36.982334,126.963687
미촌교,평택시,A,7,기타,36.986574,126.966544
길음교,평택시,A,7,기타,36.987016,126.96706
당거교,평택시,A,7,기타,36.988544,126.969391
숙성1교,평택시,A,7,기타,36.991645,126.974579
숙성2교,평택시,A,7,기타,36.992776,126.976522
숙성3교,평택시,A,7,기타,36.996911,126.983166
숙성4교,평택시,A,7,기타,37.001074,126.987148
오성1교,평택시,A,7,기타,37.007856,126.988913
오성2교,평택시,A,7,기타,37.008934,126.988871
교포천교,평택시,A,7,기타,37.012088,126.987921
오성IC교,평택시,A,7,기타,37.014685,126.986465
고촌고가교,김포시,B,10,2,37.584322,126.782793
신원4교,이천시,A,5,기타,37.295809,127.518006
응암 RAMP-C교,이천시,B,5,2,37.237789,127.520077
응암 RAMP-B교,이천시,B,5,2,37.237866,127.52048
응암2교,이천시,B,5,2,37.234188,127.517478
응암1교,이천시,B,5,2,37.235579,127.518232
가산교,이천시,B,5,1,37.241548,127.523258
송온교,이천시,A,5,기타,37.252655,127.523736
월양천교,이천시,A,5,기타,37.254923,127.523342
수정교,이천시,A,5,기타,37.267836,127.524491
죽당1교,이천시,A,5,기타,37.28243,127.525755
부발 RAMP-B교,이천시,A,5,기타,37.288643,127.523695
부발교,이천시,B,5,2,37.292632,127.521314
고사천교,이천시,A,5,기타,37.29696,127.516336
신원3교,이천시,B,5,2,37.298674,127.513455
신원2교,이천시,A,5,기타,37.302463,127.506462
신원1교,이천시,B,5,1,37.302902,127.50558
우곡교,이천시,B,5,2,37.30631,127.499336
도지2교,이천시,A,5,기타,37.307264,127.491475
도지1교,이천시,B,5,2,37.30666,127.480485
모전교,이천시,A,5,기타,37.308185,127.473326
향남1교,화성시,B,15,기타,37.122667,126.916466
향남2교,화성시,B,15,기타,37.123947,126.912223
향남3교,화성시,B,15,기타,37.125174,126.912112
요당교,화성시,B,17,기타,37.078236,126.913243
번천3교,광주시,B,17,3,37.449024,127.25964
서호2교,화성시,B,6,2,37.239673,126.820577
서호1교,화성시,B,6,2,37.241856,126.81949
수화3교,화성시,A,6,기타,37.24687,126.816036
수화2교,화성시,B,6,2,37.255444,126.813367
백사IC교,이천시,A,6,기타,37.309315,127.468894
신대2교,이천시,A,6,기타,37.310592,127.464835
RAMP-F교,이천시,A,6,기타,37.311336,127.462558
신대1교,이천시,A,6,기타,37.311457,127.462551
장신교,이천시,A,6,기타,37.312503,127.460194
도봉2교,이천시,A,6,기타,37.314463,127.45201
도봉1교,이천시,A,6,기타,37.312822,127.446958
수하3교(상),이천시,B,6,2,37.31291,127.437082
수하3교(하),이천시,B,6,2,37.312515,127.438104
수하2교,이천시,A,6,기타,37.314171,127.434712
수하1교,이천시,A,6,기타,37.318791,127.425598
지석3교,이천시,A,6,기타,37.319277,127.424523
괸돌교,이천시,A,6,기타,37.317579,127.428119
지석2교,이천시,A,6,기타,37.320098,127.422934
지석1교(상),이천시,A,6,기타,37.321181,127.421126
지석1교(하),이천시,A,6,기타,37.321339,127.420459
봉현육교,광주시,A,6,기타,37.339323,127.401606
봉현1교(상),광주시,A,6,기타,37.342574,127.398105
봉현1교(하),광주시,A,6,기타,37.342478,127.397445
설월교(상),광주시,A,6,기타,37.344197,127.395152
설월교(하),광주시,A,6,기타,37.344173,127.394407
부항교(상),광주시,B,6,2,37.353502,127.381024
부항교(하),광주시,B,6,2,37.353259,127.380831
오향교,광주시,B,6,2,37.35732,127.373153
열미4교(RAMP-E),광주시,A,6,기타,37.358011,127.372502
열미3교(RAMP-D),광주시,A,6,기타,37.357512,127.372398
열미2교,광주시,A,6,기타,37.357684,127.372594
열미IC교,광주시,A,6,기타,37.358947,127.370038
열미1교(상),광주시,B,6,2,37.365383,127.354516
열미1교(하),광주시,B,6,2,37.365752,127.352224
늑현교(상),광주시,B,6,1,37.372089,127.318765
늑현교(하),광주시,B,6,1,37.371903,127.315942
용수교(상),광주시,B,6,2,37.375408,127.305604
용수교(하),광주시,B,6,2,37.377418,127.301914
상하1교,용인시 기흥구,B,5,1,37.254252,127.137635
상하2교,용인시 기흥구,B,5,2,37.251553,127.141756
상하IC RAMP-A교,용인시 기흥구,B,5,1,37.252456,127.140416
상하3교,용인시 기흥구,B,5,2,37.248713,127.147088
궁촌교,용인시 처인구,B,5,1,37.238977,127.162669
궁촌IC RAMP-B교,용인시 처인구,A,5,기타,37.239099,127.162202
궁촌1교(상),용인시 처인구,A,5,기타,37.23606,127.167249
궁촌1교(하),용인시 처인구,A,5,기타,37.23626,127.166475
하고개교(상),용인시 처인구,B,5,2,37.232389,127.176428
하고개교(하),용인시 처인구,B,5,2,37.233216,127.174571
역동교,용인시 처인구,A,5,기타,37.230612,127.180568
명지교,용인시 처인구,B,5,1,37.227753,127.188345
동진1교,용인시 처인구,A,5,기타,37.226086,127.192462
동진2교,용인시 처인구,A,5,기타,37.225012,127.194555
신기교,용인시 처인구,A,5,기타,37.219085,127.201632
신기1교,용인시 처인구,A,5,기타,37.218075,127.202407
안터교,용인시 처인구,A,5,기타,37.21574,127.20415
대촌IC RAMP-A교,용인시 처인구,B,5,2,37.213538,127.206129
대촌IC RAMP-D교,용인시 처인구,A,5,기타,37.21522,127.206396
궁촌IC Ramp-B2교,용인시 처인구,B,3,1,37.238918,127.161259
궁촌IC Ramp-D교,용인시 처인구,B,3,2,37.239141,127.162883
연풍과선교,파주시,B,20,3,37.81653,126.791999
신탄교(확),연천군,C,24,3,38.214736,127.139114
신원교,양평군,B,31,기타,37.522374,127.373854
도곡교,양평군,B,31,기타,37.514428,127.379806
국수교(구),양평군,B,50,3,37.508073,127.387104
고읍교,양평군,C,31,2,37.511425,127.447418
하자포교,양평군,B,42,3,37.4277,127.537554
영시교,양평군,C,31,기타,37.505733,127.494974
백현교,양평군,C,31,3,37.528169,127.47657
천안2교,가평군,C,31,3,37.630715,127.48525
천안1교,가평군,C,31,3,37.65554,127.481837
탐선교,가평군,C,39,3,37.677598,127.481852
삼밭교,가평군,B,24,3,37.688282,127.464713
회곡교,가평군,B,29,3,37.700875,127.454482
궁평교,연천군,B,31,기타,38.032484,127.102393
객현교,파주시,C,35,기타,37.976832,126.946364
송우교,포천시,B,38,3,37.834633,127.153639
포천2교,포천시,B,37,3,37.892774,127.202889
포천3교,포천시,C,37,3,37.912112,127.216003
신북교,포천시,C,34,기타,37.931923,127.225844
만세교(구),포천시,B,35,3,37.966527,127.249872
금주교,포천시,C,33,기타,37.976283,127.247866
양문교,포천시,C,32,3,37.997104,127.24598
영중교,포천시,C,31,2,38.012486,127.247525
서두교,포천시,C,29,3,38.041169,127.265936
경교,포천시,B,31,3,38.114287,127.291503
1금남교,남양주시,B,29,3,37.632265,127.350839
신구운교,가평군,B,28,2,37.676869,127.375081
구운교,가평군,B,36,2,37.676816,127.375148
대성교,가평군,C,36,기타,37.695509,127.383292
소석교,가평군,C,29,3,37.710221,127.394754
원대교,가평군,C,36,3,37.700633,127.386523
1대성교,가평군,B,36,1,37.710119,127.395001
청평1교,가평군,B,36,2,37.725416,127.409337
청평2교,가평군,C,36,2,37.733194,127.410665
하감교,가평군,C,34,3,37.757306,127.436392
감천교,가평군,C,34,3,37.768877,127.447509
상천교(확),가평군,B,34,기타,37.776995,127.463182
하색교(확),가평군,C,34,3,37.803403,127.48915
가평2교(구),가평군,C,34,1,37.823391,127.518553
경강교(구),가평군,C,34,1,37.825093,127.521851
도평교,포천시,B,31,기타,38.075375,127.389819
약사교,포천시,C,31,3,38.089162,127.391388
지동교,포천시,C,31,기타,38.095104,127.391561
신청평1교,가평군,B,28,2,37.725395,127.40935
신청평대교,가평군,B,28,1,37.718469,127.410586
덕소강변대교,남양주시,B,28,1,37.586198,127.205855
2금남교,남양주시,B,27,기타,37.648348,127.365994
송촌교,남양주시,B,27,3,37.572475,127.324551
봉암교,파주시,B,27,3,37.812922,126.792491
등원교,파주시,C,27,3,37.754876,126.802829
월롱교,파주시,B,23,2,37.80085,126.792934
조안교,남양주시,B,27,기타,37.544603,127.303336
애미교,연천군,B,27,2,38.088124,127.079801
내곡교,남양주시,B,27,3,37.675218,127.154007
광전1교,남양주시,B,27,2,37.687185,127.135865
광전2교,남양주시,B,27,3,37.686903,127.136039
번영교,남양주시,B,27,기타,37.688583,127.133087
청학교,남양주시,B,27,1,37.706917,127.113818
덕소교,남양주시,B,28,기타,37.588903,127.204058
도곡교,남양주시,C,28,3,37.574966,127.221087
도곡육교,남양주시,B,28,기타,37.571889,127.226015
초성교,연천군,C,26,2,37.977216,127.064919
한탄교,연천군,C,26,2,38.004148,127.065614
은대육교,연천군,B,26,3,38.040574,127.066176
아신교,양평군,B,26,기타,37.511964,127.441505
가평육교,가평군,B,34,3,37.822569,127.516175
과선교,남양주시,B,7,기타,37.653732,127.161226
신월교,남양주시,B,7,기타,37.657365,127.158516
임송교,남양주시,B,29,2,37.66993,127.153464
부평1육교,남양주시,B,26,기타,37.740351,127.195237
부평2육교,남양주시,B,26,기타,37.741223,127.195641
부평육교,남양주시,B,26,기타,37.745794,127.200765
기장1교,포천시,B,26,3,37.794116,127.231061
기장2교,포천시,C,26,3,37.795287,127.234962
기장3교,포천시,C,26,3,37.795892,127.238403
신효죽교,포천시,C,26,3,37.822817,127.263545
청담교,포천시,C,26,3,37.832931,127.267684
다대소교(상),양평군,B,23,3,37.569184,127.733964
삼성교,양평군,B,23,3,37.570637,127.74078
마정1교,파주시,B,25,기타,37.888502,126.758291
통일육교,파주시,C,25,2,37.894231,126.751638
통일대교,파주시,B,25,1,37.90022,126.745941
신내교,양평군,B,25,기타,37.461797,127.52922
흑천교,양평군,B,25,1,37.464593,127.526586
회현교,양평군,C,25,기타,37.470305,127.521788
팔당교,남양주시,B,25,2,37.545304,127.244743
팔당육교,남양주시,C,25,1,37.542165,127.25214
봉안대교(상),남양주시,B,25,1,37.530353,127.282616
봉안대교(하),남양주시,B,25,1,37.530097,127.282584
조안철도육교,남양주시,C,25,3,37.531729,127.298733
조안램프교,남양주시,B,25,3,37.531409,127.298618
조안IC교,남양주시,B,25,3,37.532588,127.301837
신양수대교,양평군,B,25,1,37.533319,127.304562
용담대교,양평군,C,27,1,37.536595,127.34031
복포과선교,양평군,C,25,1,37.515391,127.424224
국수교(신),양평군,B,31,3,37.508031,127.387089
만세교(신),포천시,C,33,3,37.966496,127.249932
조종교,가평군,B,25,2,37.745737,127.427415
청평대교,가평군,C,25,2,37.728158,127.407619
양수IC교,양평군,A,25,3,37.537062,127.331476
두포교,파주시,C,23,3,37.903552,126.824128
마진교,남양주시,B,24,3,37.555471,127.311593
덕평1교,양평군,B,24,3,37.504447,127.49084
덕평2교,양평군,B,24,3,37.50426,127.494756
상평육교,양평군,B,24,기타,37.503912,127.496993
덕평육교,양평군,B,24,3,37.502785,127.499811
백석육교,양평군,B,24,3,37.499253,127.515166
백동육교,양평군,B,24,기타,37.499075,127.518968
백안2육교,양평군,B,24,기타,37.49185,127.533939
신흥육교,양평군,B,24,기타,37.489889,127.538317
대흥1육교,양평군,B,24,기타,37.487794,127.541049
대흥교,양평군,B,24,3,37.48383,127.543757
삼성교(상),양평군,B,24,2,37.483502,127.561922
삼성교(하),양평군,B,24,2,37.483706,127.561888
군자교,포천시,B,24,기타,38.016102,127.154701
신진군교,포천시,C,24,1,38.016328,127.149027
신백의교,포천시,B,24,1,38.017956,127.141737
우암교,연천군,C,24,1,38.021396,127.130461
문암교,포천시,C,25,3,38.087846,127.265868
운천3교,포천시,B,26,기타,38.091624,127.26596
운천4교,포천시,B,26,기타,38.095575,127.272991
내촌육교,포천시,C,24,3,37.785431,127.224213
내촌1교,포천시,B,24,3,37.786427,127.224462
내촌2교,포천시,B,24,2,37.790702,127.228595
서파육교,포천시,B,24,3,37.847692,127.280471
가평2교(신),가평군,C,24,1,37.823363,127.51859
경강교(신),가평군,C,24,1,37.825152,127.521872
청운교,양평군,B,23,2,37.544222,127.700086
용두교,양평군,B,23,3,37.550518,127.714644
용두육교,양평군,B,23,3,37.551508,127.715832
두포1교,파주시,B,23,기타,37.904095,126.824525
율곡3교,파주시,C,23,2,37.88798,126.812686
율곡1교,파주시,B,23,기타,37.888021,126.801091
임진2교,파주시,B,23,기타,37.88494,126.792984
임진1교,파주시,B,23,기타,37.87851,126.792688
통일고가교,파주시,C,23,1,37.872643,126.786648
다대육교,양평군,B,23,기타,37.563435,127.720948
다대교(상),양평군,B,23,3,37.565982,127.725322
유곡교,양평군,B,23,3,37.569782,127.737233
삼성육교,양평군,B,23,기타,37.571255,127.741824
정지교,양평군,B,23,기타,37.577262,127.748557
문산교,파주시,C,23,3,37.850835,126.788331
용문IC교,양평군,B,23,기타,37.48644,127.583895
용문교,양평군,B,23,1,37.490328,127.588322
마룡1교,양평군,B,23,2,37.499454,127.598012
마룡2교,양평군,B,23,기타,37.500608,127.599822
마룡3교,양평군,B,23,기타,37.501276,127.601746
마룡IC교,양평군,B,23,기타,37.501974,127.604938
금곡교,양평군,B,23,기타,37.504494,127.617865
금곡IC교,양평군,B,23,기타,37.505418,127.620289
봉상1교,양평군,B,23,3,37.516143,127.638486
봉상IC교,양평군,B,23,기타,37.515386,127.64057
봉상2교,양평군,B,23,2,37.518739,127.661261
부안교,양평군,B,23,2,37.522815,127.665381
단월교,양평군,B,23,1,37.533651,127.675466
단월IC교,양평군,B,23,기타,37.536577,127.679303
교동IC교,양평군,B,23,3,37.537701,127.686433
다대교(하),양평군,B,23,3,37.565984,127.725333
다대소교(하),양평군,B,23,3,37.569173,127.73397
복장교,가평군,C,30,3,37.739385,127.508523
오목교,가평군,C,26,3,37.817014,127.514644
계량교,가평군,B,28,3,37.839477,127.506711
목동2교,가평군,B,28,2,37.890075,127.546972
도대리상교,가평군,C,28,2,37.928028,127.493646
도대1교,가평군,C,28,3,37.935063,127.489165
도대리교,가평군,C,27,3,37.93797,127.490127
관청교,가평군,B,27,기타,37.957522,127.472682
미약교,가평군,B,26,기타,37.970215,127.457873
삼팔교,가평군,B,26,기타,37.989352,127.441794
마전교,포천시,B,9,기타,37.849466,127.19587
심곡교,포천시,C,32,3,37.940226,127.188183
고일교,포천시,B,28,3,37.956806,127.191065
장승교,포천시,C,28,3,37.964975,127.193024
장감교,포천시,B,27,3,37.985607,127.180774
삼천리교,포천시,B,20,기타,38.03179,127.195843
전곡교,연천군,B,26,1,38.029093,127.065355
신내촌교,포천시,C,21,1,37.784892,127.218412
진목교,포천시,B,21,3,37.793423,127.212055
목동교,가평군,B,21,2,37.882531,127.547812
팔봉1교,파주시,C,23,3,37.740906,126.814521
제령교,가평군,B,20,기타,37.896457,127.52883
봉수육교,가평군,B,20,기타,37.865749,127.292253
운악교,포천시,B,20,3,37.882537,127.301786
화현교,포천시,B,20,1,37.893461,127.303169
화현육교,포천시,B,20,기타,37.898458,127.302605
일동I/C교,포천시,B,20,3,37.941488,127.300885
주원교,포천시,B,24,기타,38.015853,127.155532
공덕교,파주시,B,20,3,37.917903,126.728087
군량교,파주시,B,20,3,37.910918,126.717902
백연교,파주시,B,20,1,37.906592,126.712495
도라산교,파주시,B,20,3,37.901652,126.704923
장단1교(상),파주시,B,20,3,37.902704,126.696281
장단2교,파주시,B,20,3,37.903601,126.692225
장단3교,파주시,B,20,3,37.904524,126.687482
도신육교,연천군,B,20,1,38.169652,127.103989
도라산소교,파주시,B,20,3,37.901717,126.705357
녹촌1교(상),남양주시,C,18,1,37.648218,127.279529
녹촌1교(하),남양주시,C,18,1,37.64812,127.279492
녹촌2교(상),남양주시,C,18,1,37.645308,127.289541
녹촌2교(하),남양주시,B,18,1,37.645227,127.289547
마석IC 1교,남양주시,B,18,3,37.642436,127.295399
마석IC 2교,남양주시,B,18,1,37.64148,127.29964
마석IC 3교,남양주시,B,18,2,37.642688,127.296415
창현교(상),남양주시,B,18,1,37.640747,127.30297
창현교(하),남양주시,B,18,1,37.640644,127.302949
신포1교(상),남양주시,B,18,2,37.656209,127.348933
신포1교(하),남양주시,B,18,2,37.656145,127.349059
신포2교(상),남양주시,B,18,2,37.656892,127.351697
신포2교(하),남양주시,B,18,2,37.656784,127.35173
금남1교(상),남양주시,B,18,2,37.657198,127.356785
금남1교(하),남양주시,B,18,2,37.657296,127.35678
금남2교(상),남양주시,C,18,2,37.657361,127.358862
금남2교(하),남양주시,C,18,2,37.65736,127.358846
금남3교(상),남양주시,B,18,2,37.657252,127.363304
금남3교(하),남양주시,B,18,2,37.657329,127.363315
금남4교,남양주시,C,18,3,37.656922,127.366171
금남IC 1교,남양주시,C,18,2,37.65577,127.365752
금남IC 2교,남양주시,B,18,2,37.660861,127.367252
금남IC 3교,남양주시,B,18,2,37.660833,127.367028
금남IC RAMP-A교(상),남양주시,B,18,2,37.652966,127.365832
금남IC RAMP-A교(하),남양주시,C,18,2,37.652987,127.365677
금남IC RAMP-B교,남양주시,C,18,3,37.657,127.36355
금남IC RAMP-C교,남양주시,B,18,1,37.657484,127.363311
금남IC RAMP-H교,남양주시,B,18,1,37.656096,127.36484
길명1교(상),포천시,B,17,3,37.939827,127.285942
길명1교(하),포천시,B,17,3,37.93991,127.286052
길명2교,포천시,B,17,기타,37.939963,127.283913
금주1교(상),포천시,B,17,1,37.958294,127.26076
금주1교(하),포천시,B,17,1,37.958024,127.260615
금주2교,포천시,B,17,2,37.965087,127.256232
신만세교,포천시,B,17,2,37.966261,127.249513
만세IC교,포천시,C,17,2,37.969168,127.250859
수입교(상),포천시,B,17,2,37.97697,127.326827
연곡1교(상),포천시,B,17,2,38.005875,127.351927
연곡1교(하),포천시,B,17,2,38.005985,127.351906
장암1교(상),포천시,C,17,2,38.022051,127.364161
장암2교(상),포천시,B,17,2,38.025426,127.362224
장암3교(상),포천시,B,17,1,38.046226,127.366223
장암3교(하),포천시,B,17,1,38.046294,127.365993
도평1교(상),포천시,B,17,2,38.053566,127.374873
도평2교(상),포천시,B,17,2,38.063849,127.38218
가월1교,파주시,B,17,3,37.97229,126.902832
가월2교,파주시,B,17,3,37.972157,126.903175
가월3교,파주시,C,17,3,37.970736,126.901963
주월교,파주시,B,17,기타,37.981585,126.909608
구읍교,파주시,B,17,2,37.979153,126.930937
설마천교,파주시,B,17,2,37.968327,126.899122
장단1교(하),파주시,B,20,3,37.90269,126.696385
기산1교(상),포천시,B,19,3,37.94689,127.300976
기산1교(하),포천시,C,19,3,37.946782,127.300838
기산3교(상),포천시,B,19,3,37.954492,127.30532
기산3교(하),포천시,B,19,3,37.954498,127.30518
수입교(하),포천시,B,17,2,37.977046,127.326745
사직2교(상),포천시,B,17,3,37.98442,127.335741
사직2교(하),포천시,C,17,3,37.98448,127.335619
사직4교(상),포천시,B,17,3,38.004596,127.347473
사직4교(하),포천시,C,17,3,38.004659,127.347387
연곡2교(상),포천시,C,17,3,38.015754,127.363282
연곡2교(하),포천시,C,17,3,38.015769,127.36314
연곡3교(상),포천시,B,17,3,38.01844,127.364937
연곡3교(하),포천시,B,17,3,38.018419,127.3648
장암1교(하),포천시,B,17,2,38.022003,127.364064
장암2교(하),포천시,B,17,2,38.025374,127.362125
도평1교(하),포천시,B,17,2,38.053642,127.374784
도평2교(하),포천시,B,17,2,38.063889,127.382077
마장교,가평군,B,17,3,37.858582,127.516404
기산2교,포천시,B,19,기타,37.949982,127.302066
사직1교,포천시,B,17,기타,37.983638,127.334709
사직3교,포천시,C,17,3,37.996636,127.340267
도평3교,포천시,B,17,3,38.068395,127.386527
적성교,남양주시,B,16,1,37.650569,127.201267
