교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
삼상교,3,경기도,양주시,70.0,16.0,2,프리플렉스거더교,B,DB-24,34,2.0,35.0,
소래교,2,경기도,동두천시,110.0,10.0,2,RC슬래브교,B,DB-24,28,8.0,15.0,
신단교,3,경기도,양주시,41.4,4.0,1,PSC슬래브교,B,DB-24,40,3.0,13.8,
신암교,3,경기도,양주시,25.0,8.0,2,RC슬래브교,B,DB-24,27,2.0,12.5,
용암교,3,경기도,양주시,93.0,8.0,2,RC슬래브교,B,DB-24,28,6.0,16.0,
장포교,3,경기도,양주시,70.0,6.0,2,RC슬래브교,B,DB-18,34,7.0,10.0,
행동교,3,경기도,양주시,76.0,10.0,2,RC슬래브교,C,DB-24,26,5.0,15.2,
회암교,3,경기도,양주시,44.0,31.0,6,기타,B,DB-24,9,1.0,44.0,7116.0
회정교,기타,경기도,양주시,60.0,26.0,4,RC슬래브교,C,DB-24,22,4.0,15.0,33010.0
양주교,기타,경기도,양주시,35.0,6.0,4,RC슬래브교,B,DB-24,22,3.0,13.0,14166.0
회천교,3,경기도,양주시,80.0,16.0,4,라멘교,A,DB-18,48,4.0,20.0,23786.0
가마교,3,경기도,양주시,22.0,8.0,2,라멘교,B,DB-24,33,2.0,11.0,
검은교,3,경기도,양주시,20.0,6.3,1,라멘교,B,DB-24,23,2.0,10.0,
검준교,3,경기도,양주시,81.2,7.0,2,RC슬래브교,B,DB-24,22,4.0,30.5,
고읍교,3,경기도,양주시,48.0,10.0,2,RC슬래브교,B,DB-24,25,3.0,16.0,
광석교,3,경기도,양주시,24.0,15.0,2,RC슬래브교,B,DB-24,25,2.0,12.0,
광적-무명1교,기타,경기도,양주시,16.0,4.5,1,RC박스거더교,B,기타,33,4.0,4.0,
광적-무명4교,3,경기도,양주시,25.0,7.0,1,라멘교,B,DB-24,16,2.0,12.5,
교현교,3,경기도,양주시,40.7,14.0,2,RCT거더교,B,DB-24,23,3.0,13.6,
국담교,2,경기도,양주시,104.3,10.0,2,RC슬래브교,B,DB-24,26,7.0,14.9,
남방1교,3,경기도,양주시,35.0,10.0,2,RC슬래브교,C,DB-24,24,3.0,15.0,
남방2교,3,경기도,양주시,31.0,10.0,2,RC슬래브교,C,DB-24,25,2.0,15.5,
남방교,기타,경기도,양주시,16.5,5.0,1,라멘교,B,DB-18,27,2.0,8.3,
노촌말교,3,경기도,양주시,50.0,7.0,2,RC슬래브교,B,DB-24,22,4.0,14.0,
능선교,3,경기도,고양시 덕양구,92.0,12.0,2,RC슬래브교,B,DB-24,20,4.0,31.0,
대오산교,3,경기도,양주시,34.0,20.0,4,라멘교,C,DB-24,22,3.0,12.0,
대흥교,3,경기도,양주시,73.0,6.0,2,RC슬래브교,B,DB-24,23,6.0,12.2,
덕도교,3,경기도,양주시,20.0,10.0,2,기타,A,DB-24,16,1.0,20.0,
돌모루교,3,경기도,양주시,25.0,8.5,2,RC슬래브교,B,DB-24,38,2.0,12.5,
리204-무명1교,3,경기도,양주시,30.0,6.5,1,RC슬래브교,C,DB-24,38,3.0,10.0,
마전2교,3,경기도,양주시,60.0,11.0,2,RC슬래브교,C,DB-24,26,4.0,15.0,
마전교,3,경기도,양주시,30.0,7.0,2,RC슬래브교,B,DB-24,26,2.0,15.0,
마전교,2,경기도,양주시,240.0,7.5,2,기타,B,DB-24,20,8.0,30.0,
밤바위교,3,경기도,양주시,20.0,10.0,2,기타,B,DB-24,18,1.0,20.0,
백석교,3,경기도,양주시,30.0,11.0,2,RC슬래브교,B,DB-24,23,2.0,15.0,
보막교,3,경기도,양주시,20.0,6.0,2,라멘교,B,DB-24,22,2.0,10.0,
보막하교,3,경기도,양주시,21.0,5.0,1,라멘교,B,DB-24,16,2.0,10.5,
복지교,3,경기도,양주시,25.3,11.0,2,PSCI거더교,B,DB-24,22,1.0,25.3,
부곡1 새마을교,3,경기도,양주시,20.0,5.0,1,라멘교,B,DB-24,21,2.0,10.0,
삼숭교,3,경기도,양주시,35.3,34.0,7,기타,B,DB-24,13,1.0,35.3,
상부곡2교,3,경기도,양주시,22.0,6.0,2,라멘교,B,DB-13.5,21,2.0,11.0,
석우교,3,경기도,양주시,24.0,5.0,2,라멘교,B,DB-24,24,2.0,12.0,
석현2교,3,경기도,양주시,32.0,6.0,2,라멘교,B,DB-24,23,2.0,16.0,
선유교,3,경기도,양주시,20.0,10.0,2,라멘교,C,DB-24,27,2.0,10.0,
섬말교,3,경기도,양주시,25.1,24.0,5,RC슬래브교,B,DB-24,18,2.0,12.6,
섬말대교,3,경기도,양주시,20.0,9.0,2,RC슬래브교,B,DB-24,27,2.0,10.0,
세동안교,3,경기도,양주시,37.0,5.0,1,RC슬래브교,B,DB-24,24,3.0,13.0,
송추교,3,경기도,양주시,24.0,6.0,2,RC슬래브교,B,DB-18,29,2.0,12.0,
시27-무명1교,3,경기도,고양시 덕양구,25.0,6.0,2,RC슬래브교,B,DB-24,33,2.0,12.5,
신성교,3,경기도,양주시,30.0,10.0,2,RC슬래브교,B,DB-24,17,3.0,10.0,
신지교,3,경기도,양주시,20.0,8.0,2,라멘교,B,DB-18,23,2.0,10.0,
신천1교,2,경기도,양주시,139.0,25.0,5,기타,A,기타,2,4.0,40.0,
신천교,2,경기도,양주시,120.0,6.0,2,RC슬래브교,C,DB-13.5,31,12.0,10.0,
양축교,3,경기도,양주시,36.0,9.0,2,RC슬래브교,B,DB-24,27,3.0,12.0,
오봉교,3,경기도,양주시,25.0,5.0,1,라멘교,B,DB-24,22,2.0,12.5,
용암1교,3,경기도,양주시,24.0,9.0,2,RC슬래브교,B,DB-24,22,2.0,12.0,
울대1교,3,경기도,양주시,20.0,5.3,1,라멘교,B,DB-24,21,2.0,10.0,
울대2교,3,경기도,양주시,27.4,10.0,2,라멘교,B,DB-24,21,2.0,13.7,
원당교,3,경기도,양주시,25.0,5.7,1,라멘교,B,DB-24,11,2.0,12.5,
월령교,3,경기도,양주시,47.0,6.6,2,RC슬래브교,B,DB-24,23,3.0,15.7,
응달말교,3,경기도,양주시,38.5,12.0,2,RC슬래브교,B,DB-24,18,3.0,12.9,
입암교,3,경기도,양주시,83.0,9.7,2,RC슬래브교,B,DB-24,30,2.0,41.5,
정자교,3,경기도,양주시,70.0,9.2,2,RC슬래브교,B,DB-24,24,5.0,14.0,
제1광사교,3,경기도,양주시,69.5,9.0,2,RC슬래브교,B,DB-24,23,3.0,27.0,
청담교,3,경기도,양주시,45.0,6.6,2,RC슬래브교,C,DB-24,23,3.0,15.0,
청담천1교,2,경기도,양주시,100.0,34.0,6,강I거더교,B,DB-24,6,2.0,50.0,
회천-무명6교,3,경기도,양주시,20.0,5.6,2,RC슬래브교,B,DB-24,28,2.0,10.0,
효촌교,3,경기도,양주시,28.0,9.0,2,라멘교,B,DB-24,19,2.0,14.0,
광사리1교,3,경기도,양주시,24.0,15.0,4,RCT거더교,B,DB-24,25,2.0,12.0,
중리1교,기타,경기도,포천시,30.0,10.0,2,라멘교,B,DB-24,28,2.0,15.0,
신북대교,2,경기도,포천시,251.0,11.0,2,PSCI거더교,C,DB-24,39,10.0,25.0,8796.0
기산교,3,경기도,포천시,40.0,10.9,2,RC슬래브교,B,DB-24,14,3.0,15.0,3135.0
청계교,기타,경기도,포천시,30.0,22.0,4,라멘교,B,DB-24,14,2.0,15.0,3135.0
진군교(구교),2,경기도,포천시,190.0,4.8,1,강I거더교,E,DB-13.5,53,16.0,12.0,2759.0
진군교(신교),2,경기도,포천시,192.0,5.3,1,강I거더교,E,DB-13.5,33,8.0,24.0,2759.0
선단3교,2,경기도,포천시,120.0,20.9,4,기타,B,DB-24,5,3.0,40.0,5075.0
선단4교,2,경기도,포천시,160.0,20.9,4,기타,B,DB-24,5,4.0,40.0,5075.0
청안교,기타,경기도,여주시,40.0,10.0,2,RC슬래브교,C,DB-18,37,3.0,15.0,
연양육교,기타,경기도,여주시,18.0,26.4,4,라멘교,B,DB-24,24,1.0,18.0,13356.0
간매교,3,경기도,여주시,32.0,10.0,2,RC슬래브교,C,DB-24,28,2.0,16.0,
무촌교,3,경기도,여주시,48.0,7.0,2,RC슬래브교,B,DB-18,25,4.0,12.0,1993.0
여주대교,1,경기도,여주시,502.6,17.5,4,강박스거더교,B,DB-24,27,13.0,42.0,7680.0
율촌교,기타,경기도,여주시,48.6,11.0,2,RC슬래브교,B,DB-18,38,4.0,14.0,464.0
본두교,3,경기도,여주시,52.0,10.0,2,RC슬래브교,B,DB-18,34,4.0,13.0,5748.0
전천교,기타,경기도,여주시,52.0,10.0,2,프리플렉스거더교,A,DB-24,14,2.0,27.0,5748.0
안금천교,기타,경기도,여주시,80.0,20.9,4,PSCI거더교,B,DB-24,6,2.0,40.0,5748.0
세종대교,1,경기도,여주시,1875.0,21.0,4,강박스거더교,B,DB-24,16,32.0,60.0,17619.0
대광교,2,경기도,연천군,175.0,10.5,2,PSCI거더교,C,DB-24,38,7.0,25.0,7273.0
고탄교(구),2,경기도,연천군,240.9,10.0,2,PSCI거더교,B,DB-24,31,8.0,29.2,
사랑교,2,경기도,연천군,264.0,9.4,2,PSCI거더교,C,DB-24,36,8.0,33.0,
고탄교(신),2,경기도,연천군,240.5,10.0,2,PSCI거더교,B,DB-24,21,8.0,30.2,
양원2교,3,경기도,연천군,25.0,5.0,1,라멘교,B,DB-24,23,2.0,13.0,0.0
양원3교,3,경기도,연천군,25.0,5.0,1,RC슬래브교,B,DB-24,23,2.0,13.0,0.0
백학교,3,경기도,연천군,43.0,10.5,2,RC슬래브교,B,DB-24,27,3.0,15.0,3162.0
가북교,2,경기도,가평군,145.0,7.5,2,RC슬래브교,B,DB-18,28,10.0,15.0,
감천교(대곡과선교),1,경기도,가평군,190.0,10.5,2,강박스거더교,B,DB-24,12,4.0,50.0,
마일교,3,경기도,가평군,32.0,9.4,2,RC슬래브교,B,DB-24,30,2.0,16.0,
세월교,기타,경기도,가평군,20.0,7.9,2,라멘교,B,DB-24,14,2.0,10.0,
승마교,기타,경기도,가평군,12.0,15.0,2,RCT거더교,C,DB-13.5,51,1.0,12.0,3731.0
다원교,2,경기도,가평군,150.9,11.0,2,PSCI거더교,B,DB-24,25,5.0,30.5,
(구)산장1교,기타,경기도,가평군,90.0,6.0,1,강박스거더교,E,기타,37,6.0,15.0,
고려시리카 진입교량,기타,경기도,가평군,110.0,5.0,0,RC중공슬래브교,C,DB-24,20,10.0,11.0,
산장1교,2,경기도,가평군,110.9,8.5,2,PSC슬래브교,B,DB-24,5,3.0,38.4,
개곡교,2,경기도,가평군,134.0,8.0,2,RC슬래브교,B,DB-24,27,10.0,14.5,
어비1교,3,경기도,가평군,35.0,8.0,2,RC슬래브교,B,DB-24,26,3.0,11.7,
어비2교,3,경기도,가평군,30.0,8.0,2,RC슬래브교,B,DB-24,26,2.0,15.0,
양근교,3,경기도,양평군,50.0,11.0,2,PSCI거더교,B,DB-24,42,2.0,25.0,
가내교,기타,경기도,양평군,16.0,10.0,2,라멘교,B,DB-24,19,1.0,16.0,0.0
구신론교,3,경기도,양평군,57.2,9.0,2,RC슬래브교,B,DB-24,21,4.0,16.0,
금곡교,2,경기도,양평군,145.4,9.0,2,RC슬래브교,B,DB-24,32,11.0,18.0,
금왕1교,3,경기도,양평군,22.0,6.0,2,라멘교,B,DB-24,25,2.0,11.0,
노문1교,3,경기도,양평군,50.0,11.0,2,RC슬래브교,B,DB-24,19,3.0,17.0,
노문2교,3,경기도,양평군,45.0,7.0,2,RC슬래브교,C,DB-24,26,3.0,15.0,
다문3교,기타,경기도,양평군,30.0,7.0,2,RC슬래브교,C,DB-24,27,2.0,15.0,
다문새마을,3,경기도,양평군,38.0,7.0,2,RC슬래브교,C,DB-24,27,3.0,13.0,
대월교,기타,경기도,양평군,12.0,8.0,2,라멘교,B,DB-24,24,2.0,6.0,0.0
도곡교,기타,경기도,양평군,12.0,11.5,2,라멘교,B,DB-24,16,1.0,12.0,0.0
도원교,3,경기도,양평군,24.0,8.0,2,RC슬래브교,B,DB-18,30,2.0,12.0,
명달교,기타,경기도,양평군,9.0,9.0,2,라멘교,B,DB-24,26,1.0,9.0,0.0
부용교,3,경기도,양평군,60.0,10.0,2,RC슬래브교,B,DB-24,19,4.0,15.0,
무심교,3,경기도,양평군,58.0,10.0,2,라멘교,B,DB-24,33,4.0,15.0,
백현교,3,경기도,양평군,32.5,7.0,2,RC슬래브교,C,DB-24,32,3.0,11.0,
삼산교,3,경기도,양평군,90.0,9.0,2,RC슬래브교,B,DB-24,24,6.0,15.0,
새말교,3,경기도,양평군,20.0,8.0,2,RC슬래브교,C,DB-18,33,2.0,10.0,
수능1교,3,경기도,양평군,28.0,8.0,2,RC슬래브교,B,DB-24,27,2.0,14.0,
수능2교,3,경기도,양평군,38.0,8.0,2,라멘교,B,DB-13.5,23,3.0,13.0,
수능교,3,경기도,양평군,29.4,7.0,2,라멘교,B,DB-18,32,3.0,10.0,
신점2교,3,경기도,양평군,30.0,11.0,2,라멘교,B,DB-24,25,2.0,15.0,
신점교,3,경기도,양평군,42.0,8.5,2,RC슬래브교,C,DB-24,32,4.0,11.0,
여물교,3,경기도,양평군,53.0,7.0,2,RC슬래브교,C,DB-24,29,5.0,11.0,
연다교,3,경기도,양평군,58.5,9.0,2,RC슬래브교,B,DB-24,25,4.0,15.0,
연수1교,3,경기도,양평군,60.0,11.0,2,RC슬래브교,B,DB-24,18,4.0,15.0,
연수교,3,경기도,양평군,40.0,8.0,2,라멘교,B,DB-24,20,3.0,15.0,
연안교,3,경기도,양평군,40.0,12.0,2,프리플렉스거더교,B,DB-24,15,2.0,20.0,
오촌교,3,경기도,양평군,70.0,11.0,2,RC슬래브교,B,DB-24,26,6.0,13.0,
옥천교,3,경기도,양평군,45.0,8.0,2,RC슬래브교,B,DB-24,29,3.0,15.0,
용담교,3,경기도,양평군,46.0,8.0,2,PSCI거더교,B,DB-24,28,2.0,23.0,
용두교,3,경기도,양평군,50.0,11.9,2,RC슬래브교,B,DB-24,26,3.0,18.0,
용천교,기타,경기도,양평군,18.0,8.0,2,라멘교,C,DB-24,29,2.0,9.0,0.0
원덕교,2,경기도,양평군,102.0,6.0,2,RC슬래브교,B,DB-18,32,8.0,13.0,
원산삼교,3,경기도,양평군,75.0,8.0,2,RC슬래브교,B,DB-24,24,6.0,12.5,
월리교,3,경기도,양평군,46.5,8.0,2,라멘교,B,DB-24,19,3.0,16.0,
월산1교,3,경기도,양평군,27.0,9.0,2,라멘교,B,DB-24,21,2.0,14.0,
이천교,3,경기도,양평군,82.5,9.0,2,RC슬래브교,B,DB-24,22,5.0,17.0,
점촌교,3,경기도,양평군,32.0,8.0,2,라멘교,B,DB-24,29,2.0,16.0,
지산4교,3,경기도,양평군,60.0,8.0,2,RC슬래브교,B,DB-24,26,4.0,15.0,
창대교,기타,경기도,양평군,16.0,11.5,2,라멘교,B,DB-24,16,1.0,16.0,0.0
청운교,2,경기도,양평군,105.0,10.3,2,RC슬래브교,B,DB-24,31,6.0,18.0,
통골2교,3,경기도,양평군,27.0,9.0,2,라멘교,B,DB-24,29,5.0,5.4,
통골교,3,경기도,양평군,27.0,9.0,2,라멘교,B,DB-24,19,2.0,14.0,
단석교,기타,경기도,양평군,22.0,9.4,2,RC슬래브교,B,DB-18,35,2.0,11.0,1058.0
세월2교,기타,경기도,양평군,20.0,5.4,2,RCT거더교,C,DB-18,39,3.0,7.0,680.0
쌍학교,기타,경기도,양평군,77.0,7.5,2,RCT거더교,B,DB-13.5,54,7.0,11.0,1774.0
석불과선교,1,경기도,양평군,180.0,7.5,2,강박스거더교,B,기타,11,4.0,50.0,
선바위교,2,경기도,양평군,110.0,6.0,2,라멘교,B,DB-18,9,4.0,27.5,
무명1교,3,경기도,양평군,20.0,4.4,1,라멘교,C,DB-18,33,2.0,10.0,
무명2교,3,경기도,양평군,24.0,5.0,1,라멘교,C,DB-18,33,3.0,8.0,
광탄상교,2,경기도,양평군,130.0,7.0,2,RC슬래브교,B,DB-24,23,6.0,21.7,
성덕교,3,경기도,양평군,52.0,8.0,2,RCT거더교,B,DB-24,29,4.0,13.0,
성덕2교,3,경기도,양평군,40.0,7.0,2,RC슬래브교,B,DB-24,20,3.0,15.0,
성덕4교,3,경기도,양평군,22.0,6.0,2,RC슬래브교,B,DB-24,25,2.0,11.0,
성덕5교,3,경기도,양평군,28.0,5.0,1,RC슬래브교,B,DB-18,15,2.0,14.0,
송학1교,3,경기도,양평군,20.3,6.5,2,RC슬래브교,B,DB-24,28,3.0,8.0,
송학2교,3,경기도,양평군,36.0,8.5,2,RC슬래브교,B,DB-24,19,2.0,18.0,
전수교,3,경기도,양평군,40.0,11.5,2,RCT거더교,B,DB-24,24,1.0,40.0,
전수교 1,3,경기도,양평군,36.0,8.5,2,RC슬래브교,B,DB-24,29,3.0,12.0,
전수새마을교,3,경기도,양평군,50.0,9.0,2,RC슬래브교,B,DB-24,16,3.0,25.0,
세월교,3,경기도,양평군,30.0,6.9,1,RCT거더교,C,기타,47,2.0,15.0,
석산교,3,경기도,양평군,24.0,8.5,2,RCT거더교,C,DB-24,30,2.0,12.0,676.0
하삼정교(서울),3,경기도,부천시 오정구,30.0,18.0,4,라멘교,B,DB-24,31,2.0,15.0,82965.0
하삼정교(인천),3,경기도,부천시 오정구,30.0,18.0,4,라멘교,B,DB-24,31,2.0,15.0,82965.0
부천IC본선육교(서울),3,경기도,부천시 오정구,42.0,18.0,3,프리플렉스거더교,B,DB-24,31,1.0,42.0,82965.0
부천IC본선육교(인천),3,경기도,부천시 오정구,42.0,18.0,3,프리플렉스거더교,B,DB-24,31,1.0,42.0,82965.0
부천1육교(서울),기타,경기도,부천시 원미구,8.8,22.9,5,RC슬래브교,B,DB-24,31,1.0,8.8,82965.0
부천1육교(인천),기타,경기도,부천시 원미구,8.8,28.7,5,RC슬래브교,B,DB-24,31,1.0,8.8,82965.0
여월교(서울),기타,경기도,부천시 오정구,17.7,18.0,4,라멘교,B,DB-24,31,1.0,17.7,88924.0
여월교(인천),기타,경기도,부천시 오정구,17.7,18.0,4,라멘교,B,DB-24,31,1.0,17.7,88924.0
원종육교(서울),3,경기도,부천시 오정구,32.0,18.0,4,라멘교,B,DB-24,31,2.0,16.0,88924.0
원종육교(인천),3,경기도,부천시 오정구,32.0,18.0,4,라멘교,B,DB-24,31,2.0,16.0,88924.0
작동육교(서울),기타,경기도,부천시 오정구,17.0,18.0,4,라멘교,B,DB-24,31,1.0,17.0,88924.0
작동육교(인천),기타,경기도,부천시 오정구,17.0,18.0,4,라멘교,B,DB-24,31,1.0,17.0,88924.0
일산IC1교,2,경기도,고양시 덕양구,55.1,22.8,4,강박스거더교,B,DB-24,22,1.0,55.1,94486.0
일산IC교(일산),3,경기도,고양시 덕양구,55.2,26.6,6,PSC슬래브교,B,DB-24,22,3.0,25.0,94486.0
일산IC교(판교),3,경기도,고양시 덕양구,55.2,19.4,4,PSC슬래브교,B,DB-24,22,3.0,25.0,94486.0
대장철교(판교),1,경기도,고양시 덕양구,120.1,26.6,6,강박스거더교,B,DB-24,22,2.0,60.1,94486.0
대장철교(일산),1,경기도,고양시 덕양구,120.1,26.6,6,강박스거더교,B,DB-24,22,2.0,60.1,94486.0
대장교(일산),3,경기도,고양시 덕양구,30.5,23.5,5,PSCI거더교,B,DB-24,22,1.0,30.5,94486.0
대장교(판교),3,경기도,고양시 덕양구,30.5,23.5,5,PSCI거더교,B,DB-24,22,1.0,30.5,94486.0
대장천교(일산),1,경기도,고양시 덕양구,386.4,27.1,6,강박스거더교,B,DB-24,22,7.0,58.0,94486.0
대장천교(판교),1,경기도,고양시 덕양구,386.4,23.5,5,강박스거더교,B,DB-24,22,7.0,58.0,94486.0
자유로ICR-A교,2,경기도,고양시 덕양구,221.7,8.9,2,강박스거더교,B,DB-24,26,5.0,49.1,94486.0
자유로ICR-B교,2,경기도,고양시 덕양구,243.7,8.9,1,강박스거더교,B,DB-24,26,5.0,49.1,94486.0
자유로ICR-C교,1,경기도,고양시 덕양구,480.2,12.5,1,강박스거더교,B,DB-24,22,10.0,54.0,94486.0
자유로ICR-D교(0),2,경기도,고양시 덕양구,186.4,8.9,1,강박스거더교,B,DB-24,22,4.0,49.1,94486.0
자유로ICR-D교(1),2,경기도,고양시 덕양구,188.6,5.1,1,강박스거더교,B,DB-24,17,4.0,49.7,94486.0
자유로ICR-E교,1,경기도,고양시 덕양구,756.8,8.9,2,강박스거더교,B,DB-24,26,16.0,53.4,94968.0
자유로ICR-F1교,3,경기도,고양시 덕양구,30.0,9.0,2,PSCI거더교,B,DB-24,17,1.0,30.0,94486.0
자유로ICR-F교,1,경기도,고양시 덕양구,639.0,8.9,1,강박스거더교,B,DB-24,26,14.0,50.0,94968.0
자유로ICR-G2교(일산),기타,경기도,고양시 덕양구,17.0,19.2,4,라멘교,B,DB-24,17,1.0,17.0,94486.0
자유로ICR-G2교(판교),기타,경기도,고양시 덕양구,17.0,22.6,4,라멘교,B,DB-24,17,1.0,17.0,94486.0
자유로ICR-H교(0),3,경기도,고양시 덕양구,87.9,8.9,1,강박스거더교,B,DB-24,26,2.0,45.0,94486.0
자유로ICR-H교(1),3,경기도,고양시 덕양구,87.9,4.1,1,강박스거더교,B,DB-24,17,2.0,45.0,94486.0
김포대교(일산),1,경기도,김포시,2280.0,19.4,4,PSC박스거더교,B,DB-24,26,35.0,125.0,94946.0
김포대교(판교),1,경기도,김포시,2280.0,19.4,4,PSC박스거더교,B,DB-24,26,35.0,125.0,94946.0
신곡3교(일산),기타,경기도,김포시,18.0,24.4,5,라멘교,B,DB-24,26,1.0,18.0,94968.0
신곡3교(판교),기타,경기도,김포시,18.0,19.3,4,라멘교,B,DB-24,26,1.0,18.0,94968.0
신곡2교(일산),1,경기도,김포시,130.0,32.0,6,강박스거더교,B,DB-24,26,3.0,50.0,94968.0
신곡2교(판교),1,경기도,김포시,130.0,19.3,4,강박스거더교,B,DB-24,26,3.0,50.0,94968.0
김포ICR-F-2교,기타,경기도,김포시,18.0,8.9,1,라멘교,B,DB-24,26,1.0,18.0,94968.0
신곡1교(일산),기타,경기도,김포시,18.0,27.9,4,라멘교,B,DB-24,26,1.0,18.0,94968.0
신곡1교(판교),기타,경기도,김포시,18.0,19.3,4,라멘교,B,DB-24,26,1.0,18.0,94968.0
김포ICR-E교,1,경기도,김포시,120.0,8.9,1,강박스거더교,B,DB-24,26,3.0,50.0,94946.0
김포ICR-F-1교,1,경기도,김포시,120.0,8.9,1,강박스거더교,B,DB-24,24,3.0,50.0,94946.0
중동ICR-A교,1,경기도,부천시 원미구,240.0,11.0,2,강박스거더교,B,DB-24,25,4.0,60.0,123330.0
중동ICR-B교,1,경기도,부천시 원미구,240.0,11.0,2,강박스거더교,B,DB-24,25,4.0,60.0,123330.0
중동ICR-C교,1,경기도,부천시 원미구,180.0,11.0,2,강박스거더교,B,DB-24,25,3.0,60.0,123330.0
중동ICR-D교,1,경기도,부천시 원미구,180.0,11.0,2,강박스거더교,B,DB-24,25,3.0,60.0,123330.0
송내ICR-B교,1,경기도,부천시 소사구,229.4,8.9,1,강박스거더교,B,DB-24,25,5.0,60.0,112254.0
송내ICR-C-1교,1,경기도,부천시 원미구,605.0,17.1,2,강박스거더교,B,DB-24,25,14.0,50.0,112254.0
송내ICR-D교,2,경기도,부천시 원미구,163.2,8.9,1,강박스거더교,B,DB-24,25,4.0,41.0,112254.0
송내ICR-E교,2,경기도,부천시 소사구,138.7,8.9,1,강박스거더교,B,DB-24,25,3.0,48.1,112254.0
대야교(일산),1,경기도,시흥시,500.0,26.9,4,PSC박스거더교,B,DB-24,24,16.0,50.0,82904.0
대야교(판교),1,경기도,시흥시,500.0,26.9,4,PSC박스거더교,B,DB-24,24,16.0,50.0,82904.0
시흥IC교(일산),3,경기도,시흥시,64.8,31.3,6,강박스거더교,B,DB-24,24,2.0,32.4,82904.0
시흥IC교(판교),3,경기도,시흥시,64.8,31.3,6,강박스거더교,B,DB-24,24,2.0,32.4,82904.0
계수5교(일산),기타,경기도,시흥시,15.5,27.0,6,라멘교,B,DB-24,24,1.0,15.5,82904.0
계수5교(판교),기타,경기도,시흥시,15.5,27.0,6,라멘교,B,DB-24,24,1.0,15.5,82904.0
계수4교(일산),2,경기도,시흥시,180.1,19.3,4,강박스거더교,B,DB-24,24,5.0,45.0,82904.0
계수4교(판교),2,경기도,시흥시,180.1,19.3,4,강박스거더교,B,DB-24,24,5.0,45.0,82904.0
계수3교(일산),3,경기도,시흥시,30.3,19.3,4,PSCI거더교,B,DB-24,24,1.0,30.3,82904.0
계수3교(판교),3,경기도,시흥시,30.2,19.3,4,PSCI거더교,B,DB-24,24,1.0,30.2,82904.0
계수2교(일산),2,경기도,시흥시,150.8,23.4,5,PSCI거더교,B,DB-24,24,5.0,30.2,82904.0
계수2교(판교),2,경기도,시흥시,150.8,19.3,4,PSCI거더교,B,DB-24,24,5.0,30.2,82904.0
계수1교(일산),2,경기도,시흥시,119.8,27.0,6,PSCI거더교,B,DB-24,24,4.0,30.0,82904.0
계수1교(판교),2,경기도,시흥시,120.1,25.5,5,PSCI거더교,B,DB-24,24,4.0,30.1,82904.0
안현JCT교(일산),2,경기도,시흥시,55.0,31.5,6,강박스거더교,B,DB-24,24,1.0,55.0,82904.0
안현JCT교(판교),2,경기도,시흥시,55.0,27.9,5,강박스거더교,B,DB-24,24,1.0,55.0,82904.0
안현JCTRamp-A1교,2,경기도,시흥시,55.1,9.0,1,강박스거더교,B,DB-24,24,1.0,55.1,82904.0
안현JCTRamp-A2교,기타,경기도,시흥시,11.5,11.5,1,라멘교,B,DB-24,24,1.0,11.5,82904.0
안현JCTRamp-I교,기타,경기도,시흥시,11.5,11.5,1,라멘교,A,DB-24,24,1.0,11.5,82904.0
금이3교(일산),1,경기도,시흥시,149.8,19.3,4,강박스거더교,B,DB-24,24,3.0,50.0,73006.0
금이3교(판교),1,경기도,시흥시,149.8,19.3,4,강박스거더교,B,DB-24,24,3.0,50.0,73006.0
금이2교(일산),1,경기도,시흥시,199.6,19.3,4,강박스거더교,B,DB-24,24,4.0,50.0,73006.0
금이2교(판교),1,경기도,시흥시,199.6,19.3,4,강박스거더교,B,DB-24,24,4.0,50.0,73006.0
금이1교(일산),3,경기도,시흥시,90.0,19.3,4,PSCI거더교,B,DB-24,24,3.0,30.0,73006.0
금이1교(판교),3,경기도,시흥시,90.0,19.3,4,PSCI거더교,B,DB-24,24,3.0,30.0,73006.0
조남3교(일산),2,경기도,시흥시,332.1,19.3,4,PSCI거더교,B,DB-24,24,11.0,30.3,83266.0
조남3교(판교0),2,경기도,시흥시,332.1,19.3,4,PSCI거더교,B,DB-24,24,11.0,30.3,83266.0
조남3교(판교1),2,경기도,시흥시,332.1,7.8,2,PSCI거더교,B,DB-24,7,11.0,30.3,83266.0
조남2교(일산),1,경기도,시흥시,222.4,22.9,5,강박스거더교,B,DB-24,24,5.0,50.3,83266.0
