교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
신청학교,1,경기도,남양주시,37.706904,127.1134,37.708095,127.111208,236.9,15.7,3,PSCI거더교,B,DB-24,7
영로대교,1,경기도,포천시,38.064815,127.205552,38.071494,127.204118,756.0,12.4,2,PSCI거더교,B,DB-24,6
상패천3교(의정부),1,경기도,동두천시,37.909772,127.029984,37.910637,127.030552,110.0,19.0,3,강박스거더교,B,DB-24,5
다락과선교,3,경기도,파주시,37.787644,126.78938,37.788342,126.789418,70.5,20.0,4,PSCI거더교,B,DB-24,20
부평IC램프교,기타,경기도,남양주시,37.742882,127.196797,37.742926,127.195719,97.0,6.4,1,강박스거더교,A,DB-24,9
대심교,기타,경기도,양평군,37.507874,127.392169,37.507936,127.392268,11.0,25.0,6,라멘교,B,DB-24,11
용정교,기타,경기도,포천시,37.888011,127.209774,37.888493,127.209639,53.5,32.0,6,라멘교,B,DB-24,9
신영평교,2,경기도,포천시,38.019304,127.212543,38.019081,127.213852,105.8,13.6,2,PSCI거더교,C,DB-24,3
양문IC-A교,1,경기도,포천시,37.992896,127.240346,37.991714,127.242272,197.0,13.4,2,강박스거더교,C,DB-24,3
양문IC-B교,2,경기도,포천시,37.991982,127.242395,37.992896,127.240352,50.0,7.9,1,강박스거더교,C,DB-24,3
영평천교,1,경기도,포천시,38.008729,127.228587,38.006206,127.230629,315.4,13.4,2,PSCI거더교,C,DB-24,3
옥병교,2,경기도,포천시,38.021004,127.169604,38.021663,127.172305,225.0,12.5,2,PSCI거더교,C,DB-24,3
진벌천교(상),1,경기도,남양주시,37.741813,127.20566,37.746549,127.21256,576.5,10.5,2,기타,B,DB-24,3
진벌천교(하),1,경기도,남양주시,37.746404,127.211961,37.741861,127.205572,516.0,10.5,2,기타,B,DB-24,3
양평2교,기타,경기도,양평군,37.499521,127.509495,37.499512,127.509679,15.0,19.5,4,기타,B,DB-24,8
공릉천교,2,경기도,고양시 덕양구,37.695526,126.852964,37.696789,126.854291,180.0,20.9,4,PSCI거더교,A,DB-24,2
삼릉교,1,경기도,고양시 덕양구,37.673298,126.84897,37.673081,126.850157,100.0,19.4,4,강박스거더교,A,DB-24,2
원당육교,2,경기도,고양시 덕양구,37.672585,126.837322,37.672301,126.837863,110.0,12.0,2,PSCI거더교,A,DB-24,2
청대교,1,경기도,고양시 덕양구,37.681744,126.846677,37.683435,126.847481,200.0,20.9,4,강박스거더교,A,DB-24,2
토당대교(상),1,경기도,고양시 덕양구,37.64394,126.824563,37.628429,126.817092,1876.0,10.5,2,강박스거더교,A,DB-24,2
토당대교(하),1,경기도,고양시 덕양구,37.628332,126.817081,37.643942,126.824569,1876.0,10.5,2,강박스거더교,A,DB-24,2
원당대교(상),1,경기도,고양시 덕양구,37.652844,126.827588,37.658323,126.828771,590.0,10.5,2,강박스거더교,A,DB-24,2
원당대교(하),1,경기도,고양시 덕양구,37.65829,126.828768,37.652839,126.827582,610.0,10.5,2,강박스거더교,A,DB-24,2
주교연결로D교,2,경기도,고양시 덕양구,37.648222,126.826335,37.648935,126.827379,120.0,7.9,1,강박스거더교,A,DB-24,2
토당연결로A교,1,경기도,고양시 덕양구,37.630944,126.817913,37.632596,126.820095,220.0,7.9,1,강박스거더교,A,DB-24,2
토당연결로B교,1,경기도,고양시 덕양구,37.629118,126.81965,37.632382,126.820272,426.0,7.9,1,강박스거더교,A,DB-24,2
토당연결로C교,1,경기도,고양시 덕양구,37.630291,126.820656,37.630879,126.819646,200.0,7.9,1,강박스거더교,A,DB-24,2
잠수교,1,서울특별시,용산구,37.511568,126.998013,37.517933,126.994923,795.0,18.0,2,강플레이트거더교,B,DB-18,47
장월교,3,서울특별시,노원구,37.617827,127.056945,37.61818,127.057266,45.0,28.5,4,기타,C,DB-18,32
안양천교,3,서울특별시,강서구,37.554427,126.875821,37.553895,126.877783,200.0,6.0,2,라멘교,C,DB-13.5,40
탄천교,3,서울특별시,강남구,37.51843,127.06687,37.518371,127.067962,100.0,6.0,2,라멘교,B,DB-13.5,37
난지교,3,서울특별시,마포구,37.575906,126.861259,37.575632,126.861761,52.6,7.0,2,라멘교,B,DB-13.5,30
고덕천교,3,서울특별시,강동구,37.570474,127.157767,37.571064,127.157774,70.0,7.0,2,RC슬래브교,B,DB-13.5,14
성내천교,3,서울특별시,송파구,37.523605,127.101436,37.524469,127.102088,105.0,7.0,2,라멘교,B,DB-13.5,12
반포천교,3,서울특별시,동작구,37.505401,126.978107,37.505591,126.979017,90.0,7.0,2,라멘교,B,DB-13.5,12
오금교,2,서울특별시,양천구,37.507555,126.874497,37.50949,126.872668,270.0,36.0,8,강박스거더교,B,DB-24,35
목동교,2,서울특별시,양천구,37.531254,126.886049,37.530464,126.88967,240.0,46.0,10,PSCI거더교,B,DB-18,55
개봉철도고가차도교,2,서울특별시,구로구,37.495447,126.850971,37.496563,126.850036,148.0,22.0,5,PSCI거더교,B,DB-18,46
가리봉철도고가교,2,서울특별시,구로구,37.486033,126.880009,37.485526,126.881437,460.0,18.5,6,PSC박스거더교,D,DB-18,46
개봉고가차도,2,서울특별시,구로구,37.494893,126.856296,37.491874,126.855996,336.0,18.5,4,PSCI거더교,B,DB-18,11
구로공단 I.C,2,서울특별시,구로구,37.48551,126.881446,37.488141,126.876998,374.0,21.1,4,프리플렉스거더교,B,DB-24,32
시흥I.C,3,서울특별시,관악구,37.478881,126.898514,37.479041,126.899458,84.0,25.7,7,강플레이트거더교,B,DB-18,46
오금교접속교,3,서울특별시,구로구,37.506095,126.876157,37.507076,126.875114,60.0,29.5,1,라멘교,B,DB-18,35
철산교(하류),2,서울특별시,금천구,37.474688,126.876469,37.475091,126.877926,150.0,16.5,4,PSCI거더교,B,DB-24,34
기아대교(하류),2,서울특별시,금천구,37.438717,126.902675,37.438683,126.899444,245.0,12.8,3,강박스거더교,E,DB-24,14
관악도림교(하류),2,서울특별시,관악구,37.489623,126.918881,37.48979,126.91991,160.0,10.0,2,PSCI거더교,B,DB-24,40
사방교,기타,서울특별시,서초구,37.485575,126.983311,37.485604,126.983667,31.0,40.0,6,RC슬래브교,B,DB-18,45
도림고가차도,2,서울특별시,영등포구,37.512006,126.89792,37.510939,126.898549,114.0,13.8,4,RC슬래브교,E,DB-24,49
노들(남측)고가차도,2,서울특별시,용산구,37.52267,126.959363,37.522574,126.960424,439.3,8.0,2,강박스거더교,B,DB-18,42
수출의다리고가차도,2,서울특별시,금천구,37.476126,126.881757,37.477586,126.88691,500.0,16.0,4,프리플렉스거더교,E,DB-24,31
강남터미널고가교,2,서울특별시,서초구,37.503265,127.00246,37.507356,126.999989,290.0,15.4,4,강I거더교,E,DB-18,45
관악도림교(상류),2,서울특별시,관악구,37.489504,126.91892,37.489689,126.919938,160.0,20.0,4,RC슬래브교,B,DB-24,52
여의교(하류),2,서울특별시,영등포구,37.516725,126.92828,37.514913,126.927014,240.0,18.0,3,PSCI거더교,B,DB-24,47
철산교(상류),2,서울특별시,금천구,37.475106,126.877932,37.474672,126.876463,150.0,10.0,2,PSCI거더교,B,DB-24,46
영동5교,2,서울특별시,강남구,37.490692,127.065228,37.489218,127.066024,152.0,35.0,6,PSCI거더교,B,DB-24,37
탄천2교,2,서울특별시,송파구,37.502338,127.071746,37.503255,127.074314,390.0,18.5,4,PSCI거더교,B,DB-18,37
삼성교,2,서울특별시,송파구,37.510105,127.067492,37.510576,127.070377,260.0,34.8,8,PSCI거더교,B,DB-18,48
광평교,2,서울특별시,송파구,37.488859,127.106628,37.489533,127.108732,325.5,25.1,6,프리플렉스거더교,B,DB-24,30
탄천교,2,서울특별시,송파구,37.493082,127.10012,37.494223,127.103706,340.0,40.0,8,PSCI거더교,B,DB-24,38
방이고가교,기타,서울특별시,송파구,37.505432,127.122428,37.504222,127.124813,70.6,18.5,4,강박스거더교,B,DB-24,38
성내유수지교,2,서울특별시,송파구,37.525528,127.118015,37.526028,127.122451,394.0,40.0,9,RC슬래브교,B,DB-24,37
성내5교,기타,서울특별시,송파구,37.501401,127.137344,37.501725,127.137616,54.0,30.0,6,RC슬래브교,B,DB-24,39
오륜교,기타,서울특별시,송파구,37.516831,127.131293,37.517332,127.131687,51.8,50.0,6,RC슬래브교,B,DB-24,37
대곡교,2,서울특별시,강남구,37.468243,127.121565,37.469151,127.123252,175.0,50.0,11,PSCI거더교,B,DB-24,28
복정2교,기타,서울특별시,송파구,37.469716,127.124444,37.469874,127.124699,25.0,53.5,11,라멘교,B,DB-24,29
장지1교,기타,서울특별시,송파구,37.476335,127.127025,37.476133,127.127058,26.0,50.0,13,라멘교,B,DB-24,51
장지2교,기타,서울특별시,송파구,37.468142,127.131648,37.467913,127.131735,15.0,32.0,6,라멘교,B,DB-24,37
상일2교,기타,서울특별시,강동구,37.547099,127.173886,37.54722,127.174174,30.0,56.6,10,라멘교,B,DB-24,15
고덕교,기타,서울특별시,강동구,37.563235,127.172551,37.563443,127.172894,40.0,20.0,4,프리플렉스거더교,B,DB-24,13
여의천교,기타,서울특별시,서초구,37.459096,127.048916,37.458997,127.048582,70.0,25.9,4,프리플렉스거더교,B,DB-24,10
강일육교,2,서울특별시,강동구,37.557395,127.175449,37.557498,127.17602,51.2,26.0,4,강박스거더교,D,DB-24,22
진형교,기타,서울특별시,종로구,37.606441,126.969383,37.606563,126.969705,8.3,36.5,4,라멘교,B,DB-24,17
세검1교,기타,서울특별시,종로구,37.600998,126.959584,37.600793,126.959097,35.0,25.0,5,라멘교,B,DB-24,20
배오개다리,기타,서울특별시,종로구,37.568797,126.997948,37.569013,126.997906,23.4,25.5,4,강플레이트거더교,B,DB-24,18
새벽다리,기타,서울특별시,종로구,37.569281,127.000198,37.569444,127.000125,23.2,10.0,2,강플레이트거더교,B,기타,18
세운교,기타,서울특별시,종로구,37.568478,126.995328,37.568692,126.995293,22.1,50.0,4,PSC슬래브교,B,DB-24,18
나래교,기타,서울특별시,종로구,37.569615,127.004573,37.56977,127.004576,22.8,6.0,2,아치교,B,기타,18
마전교,기타,서울특별시,종로구,37.56953,127.002063,37.569719,127.002047,21.5,40.5,7,기타,B,DB-24,18
버들다리,기타,서울특별시,종로구,37.569599,127.006659,37.569781,127.006727,23.3,17.0,2,PSC슬래브교,B,DB-24,18
북악스카이웨이2교,기타,서울특별시,종로구,37.597287,126.970038,37.596976,126.970627,50.0,10.4,4,PSC박스거더교,B,DB-24,53
북악스카이웨이3교,기타,서울특별시,종로구,37.592225,126.966088,37.592973,126.966433,21.7,8.5,2,RC슬래브교,B,DB-24,23
영도교,기타,서울특별시,종로구,37.571004,127.019071,37.571176,127.018884,30.1,26.2,3,PSCI거더교,B,DB-24,18
다산교,기타,서울특별시,종로구,37.569742,127.015867,37.569945,127.015788,29.5,44.4,6,강박스거더교,B,DB-24,18
맑은내다리,기타,서울특별시,종로구,37.569738,127.012474,37.569929,127.012474,26.5,13.5,2,아치교,B,기타,18
오간수교,기타,서울특별시,중구,37.569677,127.009697,37.569887,127.009694,23.0,59.9,8,기타,B,DB-24,18
길음교,기타,서울특별시,성북구,37.601918,127.022119,37.601593,127.022034,45.0,35.0,7,프리플렉스거더교,C,DB-18,53
안암2교,기타,서울특별시,성북구,37.579309,127.024578,37.579064,127.024227,32.4,25.0,5,RCT거더교,B,DB-24,58
보문3교,기타,서울특별시,성북구,37.585804,127.020699,37.585959,127.021073,26.8,25.2,5,라멘교,B,DB-24,24
월곡교,기타,서울특별시,성북구,37.602537,127.038962,37.602511,127.038192,48.0,25.0,4,RC슬래브교,A,DB-18,51
북악스카이웨이4교,기타,서울특별시,성북구,37.602107,126.99716,37.602019,126.997531,13.0,9.2,2,라멘교,B,기타,53
화랑교,기타,서울특별시,성북구,37.602811,127.035635,37.602403,127.035525,44.0,21.0,2,라멘교,B,DB-24,24
돈암차도육교,기타,서울특별시,성북구,37.597897,127.021507,37.598406,127.020646,25.0,8.0,2,RC슬래브교,B,DB-24,27
미아구름다리,기타,서울특별시,성북구,37.597622,127.021988,37.597893,127.021524,46.0,15.5,5,강박스거더교,B,DB-24,27
동선고가차도,2,서울특별시,성북구,37.594418,127.018983,37.595917,127.020725,205.0,8.0,6,라멘교,B,DB-24,27
북악스카이웨이1교,기타,서울특별시,성북구,37.601151,127.010917,37.601203,127.011568,59.6,9.8,2,강I거더교,A,DB-24,5
월계2교,기타,서울특별시,노원구,37.624321,127.049845,37.624544,127.050185,31.0,25.0,7,라멘교,B,DB-18,45
제3우이교,기타,서울특별시,도봉구,37.636746,127.036306,37.637093,127.036615,50.0,25.0,5,PSCI거더교,B,DB-18,3
빨래골교,기타,서울특별시,강북구,37.627696,127.012362,37.628546,127.012708,45.0,18.0,4,강박스거더교,B,DB-24,22
쌍문교,기타,서울특별시,도봉구,37.64677,127.025283,37.646507,127.025062,39.0,25.0,5,라멘교,B,DB-24,25
도봉교,기타,서울특별시,도봉구,37.680747,127.04551,37.681029,127.045567,30.0,35.0,8,PSCI거더교,B,DB-18,52
방학교,기타,서울특별시,도봉구,37.661591,127.042209,37.66204,127.042325,15.0,42.0,9,RC박스거더교,B,DB-24,25
문이교,기타,서울특별시,도봉구,37.657708,127.014418,37.657647,127.014687,17.0,20.0,4,라멘교,B,DB-24,28
도봉제1교,기타,서울특별시,도봉구,37.679491,127.04972,37.679928,127.050072,60.0,25.0,5,RC중공슬래브교,B,DB-24,28
신도봉교,기타,서울특별시,도봉구,37.680276,127.047519,37.680683,127.047723,36.0,12.0,2,PSCI거더교,B,DB-18,37
모래말다리,기타,서울특별시,도봉구,37.662173,127.046646,37.661846,127.046751,22.5,31.0,5,RC박스거더교,B,DB-24,25
우이교,기타,서울특별시,도봉구,37.642649,127.030714,37.643086,127.031202,54.0,35.0,7,PSCI거더교,B,DB-18,55
묵동교,기타,서울특별시,중랑구,37.617402,127.07577,37.616928,127.075928,50.0,35.1,8,PSCI거더교,B,DB-24,17
노원교,2,서울특별시,노원구,37.679103,127.050332,37.678905,127.051392,115.0,20.0,4,PSCI거더교,B,DB-18,52
녹천교,2,서울특별시,도봉구,37.645884,127.055103,37.645667,127.05644,130.0,31.5,8,프리플렉스거더교,E,DB-24,35
당현2교,기타,서울특별시,노원구,37.650152,127.068761,37.650585,127.068574,47.0,30.0,7,RC슬래브교,B,DB-24,42
상계교,2,서울특별시,도봉구,37.661919,127.05057,37.661738,127.052225,150.0,27.0,4,PSCI거더교,C,DB-18,44
창동교,2,서울특별시,노원구,37.652931,127.053595,37.653079,127.054842,111.0,36.5,8,프리플렉스거더교,B,DB-24,35
월계1교,2,서울특별시,노원구,37.632379,127.062474,37.633108,127.06361,125.0,19.5,4,PSCI거더교,B,DB-18,45
월릉교,2,서울특별시,중랑구,37.615986,127.070468,37.616514,127.072181,175.0,35.0,7,프리플렉스거더교,B,DB-24,46
당현1교,기타,서울특별시,노원구,37.646317,127.063517,37.646795,127.063268,36.0,35.0,7,PSCI거더교,B,DB-24,34
당현3교,기타,서울특별시,노원구,37.644962,127.060955,37.644881,127.061544,40.0,30.0,6,RC슬래브교,B,DB-24,34
화랑고가차도,2,서울특별시,노원구,37.614341,127.063444,37.615592,127.06895,480.0,15.4,4,기타,E,DB-24,39
장월1교,기타,서울특별시,성북구,37.602517,127.037931,37.602119,127.037832,46.0,15.0,2,라멘교,B,DB-24,24
장월2교,기타,서울특별시,성북구,37.602497,127.038226,37.602051,127.038342,51.0,15.0,2,라멘교,B,DB-24,24
성북3교,기타,서울특별시,성북구,37.591409,127.013593,37.591226,127.013839,32.0,42.4,5,RC박스거더교,B,DB-24,13
하늘다리,기타,서울특별시,성북구,37.59033,127.016511,37.590431,127.016825,26.0,19.0,4,라멘교,B,DB-24,13
미아리구름다리,기타,서울특별시,성북구,37.597669,127.021911,37.597893,127.021532,46.0,15.5,2,강박스거더교,B,DB-24,27
당현천4복개구조물,2,서울특별시,노원구,37.658734,127.071741,37.660085,127.072609,170.0,14.5,2,라멘교,B,DB-24,30
관수교,기타,서울특별시,종로구,37.568276,126.992404,37.568467,126.99238,22.2,25.5,3,강박스거더교,B,DB-24,18
삼일교,기타,서울특별시,중구,37.568038,126.98763,37.568221,126.987641,22.6,43.5,7,PSCI거더교,B,DB-24,18
수색교,2,서울특별시,마포구,37.58589,126.885651,37.586853,126.887023,160.0,18.5,4,PSCI거더교,B,DB-18,21
증산2교,기타,서울특별시,서대문구,37.584044,126.911003,37.584418,126.910476,60.0,20.0,4,PSCI거더교,B,DB-18,45
북한천다리,기타,서울특별시,은평구,37.658625,126.947251,37.658783,126.947636,40.0,25.0,6,라멘교,C,DB-24,18
삼천골다리,기타,서울특별시,은평구,37.650619,126.936701,37.650295,126.936639,30.0,31.0,4,라멘교,C,DB-24,18
홍연2교,기타,서울특별시,서대문구,37.577701,126.931309,37.577953,126.930655,65.0,25.0,6,PSCI거더교,B,DB-18,45
홍연교,기타,서울특별시,서대문구,37.579855,126.936166,37.580256,126.936166,52.0,26.0,6,RC슬래브교,B,DB-18,47
홍제교,기타,서울특별시,서대문구,37.592122,126.943901,37.591915,126.944614,71.0,24.0,4,PSCI거더교,C,DB-18,43
중동교,기타,서울특별시,마포구,37.575258,126.900936,37.574863,126.901582,60.0,20.0,4,프리플렉스거더교,C,DB-24,24
증산교,기타,서울특별시,서대문구,37.577184,126.902773,37.576571,126.903447,60.0,17.5,4,RC슬래브교,B,DB-18,53
남산육교,기타,서울특별시,중구,37.557307,126.976417,37.557685,126.976346,42.6,25.6,2,RCT거더교,C,DB-18,62
남산1호입구 iC,기타,서울특별시,중구,37.559996,126.990029,37.559942,126.990227,20.7,22.8,5,프리플렉스거더교,B,DB-24,44
반딧불이다리,기타,서울특별시,은평구,37.629802,126.929349,37.62955,126.929933,30.6,29.0,5,PSC슬래브교,B,DB-24,13
봉원고가차도,2,서울특별시,서대문구,37.563995,126.944952,37.567853,126.94779,420.0,15.0,4,RC중공슬래브교,B,DB-18,53
삼각지고가차도,2,서울특별시,용산구,37.5376,126.967714,37.53602,126.972896,290.0,11.9,2,PSC슬래브교,B,DB-18,49
서소문고가차도,2,서울특별시,서대문구,37.560703,126.966029,37.562525,126.971789,493.0,15.0,4,PSCI거더교,D,DB-18,57
수색교(구교),기타,서울특별시,마포구,37.585912,126.885722,37.586855,126.887006,156.0,18.5,3,PSCI거더교,B,DB-18,26
염천교,기타,서울특별시,중구,37.55952,126.970214,37.559563,126.971193,52.2,30.8,7,RC슬래브교,B,DB-18,45
은평지문,기타,서울특별시,은평구,37.643893,126.914994,37.643693,126.914887,23.0,38.0,6,PSC슬래브교,C,DB-24,12
잠두봉 고가,기타,서울특별시,마포구,37.545861,126.909408,37.545816,126.909626,20.4,7.5,1,PSCI거더교,B,DB-18,23
성산고가차도,2,서울특별시,마포구,37.569405,126.904594,37.568367,126.907374,267.4,17.0,4,RC슬래브교,B,DB-24,37
소월고가차도,2,서울특별시,용산구,37.544128,127.002048,37.543101,127.001146,166.0,7.8,2,강박스거더교,B,DB-18,46
욱천고가차도,2,서울특별시,용산구,37.533791,126.966765,37.536337,126.970554,459.0,11.4,2,프리플렉스거더교,B,DB-18,44
한강로다리,기타,서울특별시,용산구,37.522668,126.962275,37.522783,126.962362,16.2,60.9,12,PSCI거더교,B,DB-18,43
한남2고가차도,2,서울특별시,용산구,37.535102,127.006393,37.531808,127.008904,340.0,15.0,4,PSCI거더교,B,DB-18,47
현저고가차도,2,서울특별시,서대문구,37.571143,126.956419,37.572398,126.96338,330.6,15.0,4,강박스거더교,C,DB-18,44
안암교,기타,서울특별시,동대문구,37.576902,127.027556,37.576994,127.027852,27.0,30.0,6,RC슬래브교,B,DB-18,58
제2마장교,2,서울특별시,성동구,37.568153,127.046057,37.569012,127.047366,136.0,30.0,6,PSCI거더교,E,DB-24,33
